item,id,query_type,question_property,lexicon,u,v,first,second,flipped,model,pred,parsed,relation,in_tok,out_tok
95,10348,det-counterfactual,commonsense,KEEP,V1,Y,cholera,poverty,True,gpt-4.1-nano,b,1,agrees,97,3
95,10348,det-counterfactual,commonsense,PERMUTE,V1,Y,poverty,cholera,True,gpt-4.1-nano,a,1,reversed,97,3
95,10348,det-counterfactual,commonsense,KEEP,V2,X,water quality,water company,True,gpt-4.1-nano,b,1,agrees,99,3
95,10348,det-counterfactual,commonsense,PERMUTE,V2,X,water company,water quality,True,gpt-4.1-nano,c,1,neither,99,3
95,10348,det-counterfactual,commonsense,KEEP,X,Y,water quality,cholera,False,gpt-4.1-nano,a,1,agrees,99,3
95,10348,det-counterfactual,commonsense,PERMUTE,X,Y,water company,poverty,False,gpt-4.1-nano,c,1,neither,97,3
96,20150,det-counterfactual,anticommonsense,KEEP,V2,X,treatment assignment,drug taken,False,gpt-4.1-nano,a,1,agrees,100,3
96,20150,det-counterfactual,anticommonsense,PERMUTE,V2,X,freckles,treatment assignment,False,gpt-4.1-nano,c,1,neither,98,3
96,20150,det-counterfactual,anticommonsense,KEEP,X,Y,freckles,drug taken,True,gpt-4.1-nano,c,1,neither,97,3
96,20150,det-counterfactual,anticommonsense,PERMUTE,X,Y,unobserved confounders,treatment assignment,True,gpt-4.1-nano,c,1,neither,112,3
97,10327,det-counterfactual,commonsense,KEEP,V2,X,cigarette tax,maternal smoking status,False,gpt-4.1-nano,a,1,agrees,105,3
97,10327,det-counterfactual,commonsense,PERMUTE,V2,X,maternal smoking status,unobserved confounders,False,gpt-4.1-nano,c,1,neither,115,3
97,10327,det-counterfactual,commonsense,KEEP,X,Y,maternal smoking status,infant's birth weight,False,gpt-4.1-nano,c,1,neither,110,3
97,10327,det-counterfactual,commonsense,PERMUTE,X,Y,unobserved confounders,cigarette tax,False,gpt-4.1-nano,c,1,neither,113,3
98,10362,det-counterfactual,commonsense,KEEP,V1,X,poverty,water quality,False,gpt-4.1-nano,c,1,neither,97,3
98,10362,det-counterfactual,commonsense,PERMUTE,V1,X,water quality,water company,False,gpt-4.1-nano,b,1,reversed,99,3
98,10362,det-counterfactual,commonsense,KEEP,V1,Y,poverty,cholera,False,gpt-4.1-nano,a,1,agrees,97,3
98,10362,det-counterfactual,commonsense,PERMUTE,V1,Y,water quality,poverty,False,gpt-4.1-nano,a,1,agrees,97,3
98,10362,det-counterfactual,commonsense,KEEP,V2,X,water quality,water company,True,gpt-4.1-nano,b,1,agrees,99,3
98,10362,det-counterfactual,commonsense,PERMUTE,V2,X,water company,cholera,True,gpt-4.1-nano,a,1,reversed,99,3
98,10362,det-counterfactual,commonsense,KEEP,X,Y,cholera,water quality,True,gpt-4.1-nano,b,1,agrees,99,3
98,10362,det-counterfactual,commonsense,PERMUTE,X,Y,poverty,water company,True,gpt-4.1-nano,c,1,neither,97,3
99,20113,det-counterfactual,anticommonsense,KEEP,V2,X,treatment assignment,drug taken,False,gpt-4.1-nano,a,1,agrees,100,3
99,20113,det-counterfactual,anticommonsense,PERMUTE,V2,X,drug taken,unobserved confounders,False,gpt-4.1-nano,c,1,neither,111,3
99,20113,det-counterfactual,anticommonsense,KEEP,X,Y,drug taken,freckles,False,gpt-4.1-nano,c,1,neither,97,3
99,20113,det-counterfactual,anticommonsense,PERMUTE,X,Y,unobserved confounders,treatment assignment,False,gpt-4.1-nano,c,1,neither,112,3
100,10018,det-counterfactual,commonsense,KEEP,V1,X,demand,supply,False,gpt-4.1-nano,a,1,agrees,95,118
100,10018,det-counterfactual,commonsense,PERMUTE,V1,X,supply,demand,False,gpt-4.1-nano,b,1,reversed,95,57
100,10018,det-counterfactual,commonsense,KEEP,V1,Y,demand,price,False,gpt-4.1-nano,a,1,agrees,94,3
100,10018,det-counterfactual,commonsense,PERMUTE,V1,Y,supply,yield per acre,False,gpt-4.1-nano,c,1,neither,100,3
100,10018,det-counterfactual,commonsense,KEEP,V2,X,supply,yield per acre,True,gpt-4.1-nano,c,1,neither,100,3
100,10018,det-counterfactual,commonsense,PERMUTE,V2,X,demand,price,True,gpt-4.1-nano,a,1,reversed,94,3
100,10018,det-counterfactual,commonsense,KEEP,X,Y,price,supply,True,gpt-4.1-nano,b,1,agrees,94,3
100,10018,det-counterfactual,commonsense,PERMUTE,X,Y,yield per acre,demand,True,gpt-4.1-nano,c,1,neither,100,3
101,20139,det-counterfactual,anticommonsense,KEEP,V2,X,treatment assignment,drug taken,False,gpt-4.1-nano,a,1,agrees,100,3
101,20139,det-counterfactual,anticommonsense,PERMUTE,V2,X,unobserved confounders,freckles,False,gpt-4.1-nano,c,1,neither,109,3
101,20139,det-counterfactual,anticommonsense,KEEP,X,Y,freckles,drug taken,True,gpt-4.1-nano,c,1,neither,97,3
101,20139,det-counterfactual,anticommonsense,PERMUTE,X,Y,drug taken,freckles,True,gpt-4.1-nano,c,1,neither,97,3
136,9081,ate,hard,KEEP,V2,V3,pollution,smoking,False,gpt-4.1-nano,c,1,neither,95,3
136,9081,ate,hard,PERMUTE,V2,V3,smoking,lung cancer,False,gpt-4.1-nano,a,1,agrees,97,3
136,9081,ate,hard,KEEP,V2,Y,lung cancer,pollution,True,gpt-4.1-nano,b,1,agrees,97,3
136,9081,ate,hard,PERMUTE,V2,Y,gene,smoking,True,gpt-4.1-nano,c,1,neither,94,3
136,9081,ate,hard,KEEP,V3,Y,lung cancer,smoking,True,gpt-4.1-nano,b,1,agrees,97,3
136,9081,ate,hard,PERMUTE,V3,Y,gene,lung cancer,True,gpt-4.1-nano,a,1,reversed,96,3
136,9081,ate,hard,KEEP,X,V3,gene,smoking,False,gpt-4.1-nano,c,1,neither,94,3
136,9081,ate,hard,PERMUTE,X,V3,pollution,lung cancer,False,gpt-4.1-nano,a,1,agrees,97,3
136,9081,ate,hard,KEEP,X,Y,lung cancer,gene,True,gpt-4.1-nano,c,1,neither,96,3
136,9081,ate,hard,PERMUTE,X,Y,gene,pollution,True,gpt-4.1-nano,c,1,neither,94,3
139,14833,ate,anticommonsense,KEEP,V2,V3,smoking,pollution,True,gpt-4.1-nano,c,1,neither,95,3
139,14833,ate,anticommonsense,PERMUTE,V2,V3,pollution,smoking,True,gpt-4.1-nano,c,1,neither,95,3
139,14833,ate,anticommonsense,KEEP,V2,Y,lung cancer,pollution,True,gpt-4.1-nano,b,1,agrees,97,3
139,14833,ate,anticommonsense,PERMUTE,V2,Y,listening to jazz,smoking,True,gpt-4.1-nano,c,1,neither,101,3
139,14833,ate,anticommonsense,KEEP,V3,Y,lung cancer,smoking,True,gpt-4.1-nano,b,1,agrees,97,3
139,14833,ate,anticommonsense,PERMUTE,V3,Y,listening to jazz,pollution,True,gpt-4.1-nano,c,1,neither,101,3
139,14833,ate,anticommonsense,KEEP,X,V3,smoking,listening to jazz,True,gpt-4.1-nano,c,1,neither,101,3
139,14833,ate,anticommonsense,PERMUTE,X,V3,pollution,lung cancer,True,gpt-4.1-nano,a,1,reversed,97,3
139,14833,ate,anticommonsense,KEEP,X,Y,listening to jazz,lung cancer,False,gpt-4.1-nano,c,1,neither,103,3
139,14833,ate,anticommonsense,PERMUTE,X,Y,lung cancer,listening to jazz,False,gpt-4.1-nano,c,1,neither,103,3
142,17649,ate,anticommonsense,KEEP,V2,V3,residency status,department competitiveness,False,gpt-4.1-nano,c,1,neither,101,3
142,17649,ate,anticommonsense,PERMUTE,V2,V3,freckles,residency status,False,gpt-4.1-nano,c,1,neither,99,3
142,17649,ate,anticommonsense,KEEP,V2,Y,freckles,residency status,True,gpt-4.1-nano,c,1,neither,99,3
142,17649,ate,anticommonsense,PERMUTE,V2,Y,gender,freckles,True,gpt-4.1-nano,c,1,neither,94,3
142,17649,ate,anticommonsense,KEEP,V3,Y,freckles,department competitiveness,True,gpt-4.1-nano,c,1,neither,97,3
142,17649,ate,anticommonsense,PERMUTE,V3,Y,gender,residency status,True,gpt-4.1-nano,c,1,neither,98,3
142,17649,ate,anticommonsense,KEEP,X,V3,department competitiveness,gender,True,gpt-4.1-nano,c,1,neither,96,3
142,17649,ate,anticommonsense,PERMUTE,X,V3,residency status,department competitiveness,True,gpt-4.1-nano,c,1,neither,101,3
142,17649,ate,anticommonsense,KEEP,X,Y,freckles,gender,True,gpt-4.1-nano,c,1,neither,94,3
142,17649,ate,anticommonsense,PERMUTE,X,Y,gender,department competitiveness,True,gpt-4.1-nano,c,1,neither,96,3
143,4026,ate,easy,KEEP,V2,V3,infant's birth weight,health condition,True,gpt-4.1-nano,a,1,reversed,106,3
143,4026,ate,easy,PERMUTE,V2,V3,health condition,infant mortality,True,gpt-4.1-nano,a,1,reversed,100,3
143,4026,ate,easy,KEEP,V2,Y,health condition,infant mortality,False,gpt-4.1-nano,a,1,agrees,100,3
143,4026,ate,easy,PERMUTE,V2,Y,infant mortality,maternal smoking status,False,gpt-4.1-nano,b,1,reversed,104,3
143,4026,ate,easy,KEEP,V3,Y,infant's birth weight,infant mortality,False,gpt-4.1-nano,a,1,agrees,107,3
143,4026,ate,easy,PERMUTE,V3,Y,health condition,maternal smoking status,False,gpt-4.1-nano,c,1,neither,103,3
143,4026,ate,easy,KEEP,X,V3,maternal smoking status,infant's birth weight,False,gpt-4.1-nano,c,1,neither,110,3
143,4026,ate,easy,PERMUTE,X,V3,infant's birth weight,health condition,False,gpt-4.1-nano,a,1,agrees,106,3
143,4026,ate,easy,KEEP,X,Y,maternal smoking status,infant mortality,False,gpt-4.1-nano,c,1,neither,104,3
143,4026,ate,easy,PERMUTE,X,Y,infant's birth weight,maternal smoking status,False,gpt-4.1-nano,c,1,neither,110,3
145,19567,ate,anticommonsense,KEEP,V2,V3,smoking,pollution,True,gpt-4.1-nano,c,1,neither,95,3
145,19567,ate,anticommonsense,PERMUTE,V2,V3,lung cancer,having a brother,True,gpt-4.1-nano,c,1,neither,102,3
145,19567,ate,anticommonsense,KEEP,V2,Y,lung cancer,pollution,True,gpt-4.1-nano,b,1,agrees,97,3
145,19567,ate,anticommonsense,PERMUTE,V2,Y,pollution,having a brother,True,gpt-4.1-nano,c,1,neither,100,3
145,19567,ate,anticommonsense,KEEP,V3,Y,smoking,lung cancer,False,gpt-4.1-nano,a,1,agrees,97,3
145,19567,ate,anticommonsense,PERMUTE,V3,Y,lung cancer,pollution,False,gpt-4.1-nano,b,1,reversed,97,3
145,19567,ate,anticommonsense,KEEP,X,V3,smoking,having a brother,True,gpt-4.1-nano,c,1,neither,100,3
145,19567,ate,anticommonsense,PERMUTE,X,V3,lung cancer,smoking,True,gpt-4.1-nano,b,1,agrees,97,3
145,19567,ate,anticommonsense,KEEP,X,Y,lung cancer,having a brother,True,gpt-4.1-nano,c,1,neither,102,3
145,19567,ate,anticommonsense,PERMUTE,X,Y,pollution,smoking,True,gpt-4.1-nano,c,1,neither,95,3
146,4442,ate,easy,KEEP,V2,V3,smoking,pollution,True,gpt-4.1-nano,c,1,neither,95,3
146,4442,ate,easy,PERMUTE,V2,V3,lung cancer,gene,True,gpt-4.1-nano,c,1,neither,96,3
146,4442,ate,easy,KEEP,V2,Y,lung cancer,pollution,True,gpt-4.1-nano,b,1,agrees,97,3
146,4442,ate,easy,PERMUTE,V2,Y,pollution,gene,True,gpt-4.1-nano,c,1,neither,94,3
146,4442,ate,easy,KEEP,V3,Y,lung cancer,smoking,True,gpt-4.1-nano,b,1,agrees,97,3
146,4442,ate,easy,PERMUTE,V3,Y,pollution,lung cancer,True,gpt-4.1-nano,a,1,reversed,97,3
146,4442,ate,easy,KEEP,X,V3,gene,smoking,False,gpt-4.1-nano,c,1,neither,94,3
146,4442,ate,easy,PERMUTE,X,V3,smoking,lung cancer,False,gpt-4.1-nano,a,1,agrees,97,3
146,4442,ate,easy,KEEP,X,Y,lung cancer,gene,True,gpt-4.1-nano,c,1,neither,96,3
146,4442,ate,easy,PERMUTE,X,Y,pollution,smoking,True,gpt-4.1-nano,c,1,neither,95,3
149,8825,ate,hard,KEEP,V2,V3,health condition,infant's birth weight,False,gpt-4.1-nano,c,1,neither,106,3
149,8825,ate,hard,PERMUTE,V2,V3,maternal smoking status,infant mortality,False,gpt-4.1-nano,c,1,neither,104,3
149,8825,ate,hard,KEEP,V2,Y,health condition,infant mortality,False,gpt-4.1-nano,a,1,agrees,100,3
149,8825,ate,hard,PERMUTE,V2,Y,maternal smoking status,infant's birth weight,False,gpt-4.1-nano,c,1,neither,110,3
149,8825,ate,hard,KEEP,V3,Y,infant's birth weight,infant mortality,False,gpt-4.1-nano,a,1,agrees,107,3
149,8825,ate,hard,PERMUTE,V3,Y,infant mortality,infant's birth weight,False,gpt-4.1-nano,c,1,neither,107,3
149,8825,ate,hard,KEEP,X,V3,maternal smoking status,infant's birth weight,False,gpt-4.1-nano,c,1,neither,110,3
149,8825,ate,hard,PERMUTE,X,V3,health condition,infant mortality,False,gpt-4.1-nano,a,1,agrees,100,3
149,8825,ate,hard,KEEP,X,Y,infant mortality,maternal smoking status,True,gpt-4.1-nano,b,1,agrees,104,3
149,8825,ate,hard,PERMUTE,X,Y,infant's birth weight,health condition,True,gpt-4.1-nano,a,1,reversed,106,3
152,19453,ate,anticommonsense,KEEP,V2,V3,pollution,smoking,False,gpt-4.1-nano,c,1,neither,95,3
152,19453,ate,anticommonsense,PERMUTE,V2,V3,lung cancer,pollution,False,gpt-4.1-nano,b,1,reversed,97,3
152,19453,ate,anticommonsense,KEEP,V2,Y,pollution,lung cancer,False,gpt-4.1-nano,a,1,agrees,97,3
152,19453,ate,anticommonsense,PERMUTE,V2,Y,lung cancer,having a brother,False,gpt-4.1-nano,c,1,neither,102,3
152,19453,ate,anticommonsense,KEEP,V3,Y,smoking,lung cancer,False,gpt-4.1-nano,a,1,agrees,97,3
152,19453,ate,anticommonsense,PERMUTE,V3,Y,pollution,having a brother,False,gpt-4.1-nano,c,1,neither,100,3
152,19453,ate,anticommonsense,KEEP,X,V3,smoking,having a brother,True,gpt-4.1-nano,c,1,neither,100,3
152,19453,ate,anticommonsense,PERMUTE,X,V3,pollution,smoking,True,gpt-4.1-nano,c,1,neither,95,3
152,19453,ate,anticommonsense,KEEP,X,Y,lung cancer,having a brother,True,gpt-4.1-nano,c,1,neither,102,3
152,19453,ate,anticommonsense,PERMUTE,X,Y,having a brother,smoking,True,gpt-4.1-nano,c,1,neither,100,3
153,7175,ate,hard,KEEP,V2,V3,department competitiveness,residency status,True,gpt-4.1-nano,c,1,neither,101,3
153,7175,ate,hard,PERMUTE,V2,V3,admission status,gender,True,gpt-4.1-nano,c,1,neither,97,3
153,7175,ate,hard,KEEP,V2,Y,residency status,admission status,False,gpt-4.1-nano,a,1,agrees,102,59
153,7175,ate,hard,PERMUTE,V2,Y,gender,department competitiveness,False,gpt-4.1-nano,c,1,neither,96,3
153,7175,ate,hard,KEEP,V3,Y,department competitiveness,admission status,False,gpt-4.1-nano,a,1,agrees,100,3
153,7175,ate,hard,PERMUTE,V3,Y,admission status,department competitiveness,False,gpt-4.1-nano,c,1,neither,100,3
153,7175,ate,hard,KEEP,X,V3,department competitiveness,gender,True,gpt-4.1-nano,c,1,neither,96,3
153,7175,ate,hard,PERMUTE,X,V3,admission status,residency status,True,gpt-4.1-nano,c,1,neither,102,3
153,7175,ate,hard,KEEP,X,Y,gender,admission status,False,gpt-4.1-nano,c,1,neither,97,3
153,7175,ate,hard,PERMUTE,X,Y,residency status,department competitiveness,False,gpt-4.1-nano,c,1,neither,101,3
155,2828,ate,easy,KEEP,V3,Y,parents' social status,child's intelligence,False,gpt-4.1-nano,c,1,neither,106,3
155,2828,ate,easy,PERMUTE,V3,Y,other unobserved factors,parents' intelligence,False,gpt-4.1-nano,c,1,neither,111,3
155,2828,ate,easy,KEEP,X,V3,parents' intelligence,parents' social status,False,gpt-4.1-nano,c,1,neither,108,3
155,2828,ate,easy,PERMUTE,X,V3,parents' social status,other unobserved factors,False,gpt-4.1-nano,c,1,neither,114,3
155,2828,ate,easy,KEEP,X,Y,child's intelligence,parents' intelligence,True,gpt-4.1-nano,c,1,neither,103,3
155,2828,ate,easy,PERMUTE,X,Y,parents' intelligence,parents' social status,True,gpt-4.1-nano,c,1,neither,108,3
156,13012,ate,anticommonsense,KEEP,V2,V3,skill,occupation,False,gpt-4.1-nano,c,1,neither,93,3
156,13012,ate,anticommonsense,PERMUTE,V2,V3,salary,skill,False,gpt-4.1-nano,b,1,reversed,93,3
156,13012,ate,anticommonsense,KEEP,V2,Y,skill,salary,False,gpt-4.1-nano,a,1,agrees,93,3
156,13012,ate,anticommonsense,PERMUTE,V2,Y,salary,having visited England,False,gpt-4.1-nano,c,1,neither,99,3
156,13012,ate,anticommonsense,KEEP,V3,Y,occupation,salary,False,gpt-4.1-nano,a,1,agrees,93,3
156,13012,ate,anticommonsense,PERMUTE,V3,Y,skill,having visited England,False,gpt-4.1-nano,c,1,neither,99,3
156,13012,ate,anticommonsense,KEEP,X,V3,occupation,having visited England,True,gpt-4.1-nano,c,1,neither,99,3
156,13012,ate,anticommonsense,PERMUTE,X,V3,skill,occupation,True,gpt-4.1-nano,c,1,neither,93,3
156,13012,ate,anticommonsense,KEEP,X,Y,salary,having visited England,True,gpt-4.1-nano,c,1,neither,99,3
156,13012,ate,anticommonsense,PERMUTE,X,Y,having visited England,occupation,True,gpt-4.1-nano,c,1,neither,99,3
159,19520,ate,anticommonsense,KEEP,V2,V3,smoking,pollution,True,gpt-4.1-nano,c,1,neither,95,3
159,19520,ate,anticommonsense,PERMUTE,V2,V3,lung cancer,having a brother,True,gpt-4.1-nano,c,1,neither,102,3
159,19520,ate,anticommonsense,KEEP,V2,Y,pollution,lung cancer,False,gpt-4.1-nano,a,1,agrees,97,3
159,19520,ate,anticommonsense,PERMUTE,V2,Y,having a brother,pollution,False,gpt-4.1-nano,c,1,neither,100,3
159,19520,ate,anticommonsense,KEEP,V3,Y,lung cancer,smoking,True,gpt-4.1-nano,b,1,agrees,97,3
159,19520,ate,anticommonsense,PERMUTE,V3,Y,pollution,lung cancer,True,gpt-4.1-nano,a,1,reversed,97,3
159,19520,ate,anticommonsense,KEEP,X,V3,having a brother,smoking,False,gpt-4.1-nano,c,1,neither,100,3
159,19520,ate,anticommonsense,PERMUTE,X,V3,smoking,lung cancer,False,gpt-4.1-nano,a,1,agrees,97,3
159,19520,ate,anticommonsense,KEEP,X,Y,having a brother,lung cancer,False,gpt-4.1-nano,c,1,neither,102,3
159,19520,ate,anticommonsense,PERMUTE,X,Y,smoking,pollution,False,gpt-4.1-nano,c,1,neither,95,3
161,2409,ate,easy,KEEP,V2,V3,department competitiveness,residency status,True,gpt-4.1-nano,c,1,neither,101,3
161,2409,ate,easy,PERMUTE,V2,V3,admission status,department competitiveness,True,gpt-4.1-nano,c,1,neither,100,3
161,2409,ate,easy,KEEP,V2,Y,admission status,residency status,True,gpt-4.1-nano,c,1,neither,102,3
161,2409,ate,easy,PERMUTE,V2,Y,gender,department competitiveness,True,gpt-4.1-nano,c,1,neither,96,3
161,2409,ate,easy,KEEP,V3,Y,admission status,department competitiveness,True,gpt-4.1-nano,c,1,neither,100,3
161,2409,ate,easy,PERMUTE,V3,Y,gender,admission status,True,gpt-4.1-nano,c,1,neither,97,3
161,2409,ate,easy,KEEP,X,V3,gender,department competitiveness,False,gpt-4.1-nano,c,1,neither,96,3
161,2409,ate,easy,PERMUTE,X,V3,residency status,admission status,False,gpt-4.1-nano,a,1,agrees,102,59
161,2409,ate,easy,KEEP,X,Y,admission status,gender,True,gpt-4.1-nano,c,1,neither,97,3
161,2409,ate,easy,PERMUTE,X,Y,gender,residency status,True,gpt-4.1-nano,c,1,neither,98,3
162,14539,ate,anticommonsense,KEEP,V2,V3,health condition,infant's birth weight,False,gpt-4.1-nano,c,1,neither,106,3
162,14539,ate,anticommonsense,PERMUTE,V2,V3,maternal smoking status,health condition,False,gpt-4.1-nano,c,1,neither,103,3
162,14539,ate,anticommonsense,KEEP,V2,Y,health condition,freckles,False,gpt-4.1-nano,c,1,neither,97,3
162,14539,ate,anticommonsense,PERMUTE,V2,Y,maternal smoking status,infant's birth weight,False,gpt-4.1-nano,c,1,neither,110,3
162,14539,ate,anticommonsense,KEEP,V3,Y,infant's birth weight,freckles,False,gpt-4.1-nano,c,1,neither,104,3
162,14539,ate,anticommonsense,PERMUTE,V3,Y,health condition,infant's birth weight,False,gpt-4.1-nano,c,1,neither,106,3
162,14539,ate,anticommonsense,KEEP,X,V3,maternal smoking status,infant's birth weight,False,gpt-4.1-nano,c,1,neither,110,3
162,14539,ate,anticommonsense,PERMUTE,X,V3,freckles,health condition,False,gpt-4.1-nano,c,1,neither,97,3
162,14539,ate,anticommonsense,KEEP,X,Y,freckles,maternal smoking status,True,gpt-4.1-nano,c,1,neither,101,3
162,14539,ate,anticommonsense,PERMUTE,X,Y,infant's birth weight,freckles,True,gpt-4.1-nano,c,1,neither,104,3
163,8884,ate,hard,KEEP,V2,V3,health condition,infant's birth weight,False,gpt-4.1-nano,c,1,neither,106,3
163,8884,ate,hard,PERMUTE,V2,V3,maternal smoking status,health condition,False,gpt-4.1-nano,c,1,neither,103,3
163,8884,ate,hard,KEEP,V2,Y,health condition,infant mortality,False,gpt-4.1-nano,a,1,agrees,100,3
163,8884,ate,hard,PERMUTE,V2,Y,maternal smoking status,infant's birth weight,False,gpt-4.1-nano,c,1,neither,110,3
163,8884,ate,hard,KEEP,V3,Y,infant's birth weight,infant mortality,False,gpt-4.1-nano,a,1,agrees,107,3
163,8884,ate,hard,PERMUTE,V3,Y,health condition,infant's birth weight,False,gpt-4.1-nano,c,1,neither,106,3
163,8884,ate,hard,KEEP,X,V3,infant's birth weight,maternal smoking status,True,gpt-4.1-nano,c,1,neither,110,3
163,8884,ate,hard,PERMUTE,X,V3,health condition,infant mortality,True,gpt-4.1-nano,a,1,reversed,100,3
163,8884,ate,hard,KEEP,X,Y,maternal smoking status,infant mortality,False,gpt-4.1-nano,c,1,neither,104,3
163,8884,ate,hard,PERMUTE,X,Y,infant mortality,infant's birth weight,False,gpt-4.1-nano,c,1,neither,107,3
166,7324,ate,hard,KEEP,V2,V3,occupation,skill,True,gpt-4.1-nano,a,1,reversed,93,3
166,7324,ate,hard,PERMUTE,V2,V3,salary,gender,True,gpt-4.1-nano,c,1,neither,93,3
166,7324,ate,hard,KEEP,V2,Y,salary,skill,True,gpt-4.1-nano,b,1,agrees,93,3
166,7324,ate,hard,PERMUTE,V2,Y,skill,gender,True,gpt-4.1-nano,c,1,neither,93,3
166,7324,ate,hard,KEEP,V3,Y,occupation,salary,False,gpt-4.1-nano,a,1,agrees,93,3
166,7324,ate,hard,PERMUTE,V3,Y,salary,skill,False,gpt-4.1-nano,b,1,reversed,93,3
166,7324,ate,hard,KEEP,X,V3,occupation,gender,True,gpt-4.1-nano,c,1,neither,93,3
166,7324,ate,hard,PERMUTE,X,V3,salary,occupation,True,gpt-4.1-nano,b,1,agrees,93,3
166,7324,ate,hard,KEEP,X,Y,salary,gender,True,gpt-4.1-nano,c,1,neither,93,3
166,7324,ate,hard,PERMUTE,X,Y,skill,occupation,True,gpt-4.1-nano,c,1,neither,93,3
167,19582,ate,anticommonsense,KEEP,V2,V3,smoking,pollution,True,gpt-4.1-nano,c,1,neither,95,3
167,19582,ate,anticommonsense,PERMUTE,V2,V3,pollution,smoking,True,gpt-4.1-nano,c,1,neither,95,3
167,19582,ate,anticommonsense,KEEP,V2,Y,lung cancer,pollution,True,gpt-4.1-nano,b,1,agrees,97,3
167,19582,ate,anticommonsense,PERMUTE,V2,Y,having a brother,smoking,True,gpt-4.1-nano,c,1,neither,100,3
167,19582,ate,anticommonsense,KEEP,V3,Y,lung cancer,smoking,True,gpt-4.1-nano,b,1,agrees,97,3
167,19582,ate,anticommonsense,PERMUTE,V3,Y,having a brother,pollution,True,gpt-4.1-nano,c,1,neither,100,3
167,19582,ate,anticommonsense,KEEP,X,V3,smoking,having a brother,True,gpt-4.1-nano,c,1,neither,100,3
167,19582,ate,anticommonsense,PERMUTE,X,V3,pollution,lung cancer,True,gpt-4.1-nano,a,1,reversed,97,3
167,19582,ate,anticommonsense,KEEP,X,Y,lung cancer,having a brother,True,gpt-4.1-nano,c,1,neither,102,3
