sample,item,id,lexicon,family,query_type,cond,k,estimand_unchanged,route,implied_answer,gold,gold_is_true_answer,n_scm,group,vs_ORACLE,vs_RAW
price400,151,14281,KEEP,confounding,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,-0.6666666666666666
price400,151,14281,KEEP,confounding,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.5,-1.0
price400,151,14281,KEEP,confounding,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.3333333333333333,-0.3333333333333333
price400,151,14281,PSEUDO,confounding,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,-1.0,-1.0
price400,151,14281,PSEUDO,confounding,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.3333333333333333
price400,151,14281,PSEUDO,confounding,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.3333333333333333
price400,152,14393,KEEP,confounding,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,152,14393,KEEP,confounding,ett,DR_k2,2,False,backdoor,no,yes,True,2,answer changed,0.0,0.0
price400,152,14393,KEEP,confounding,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,152,14393,PSEUDO,confounding,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,152,14393,PSEUDO,confounding,ett,DR_k2,2,False,backdoor,no,yes,True,2,answer changed,0.0,0.0
price400,152,14393,PSEUDO,confounding,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,154,3621,KEEP,confounding,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
price400,154,3621,KEEP,confounding,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,154,3621,KEEP,confounding,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,154,3621,PSEUDO,confounding,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
price400,154,3621,PSEUDO,confounding,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,154,3621,PSEUDO,confounding,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,155,19014,KEEP,confounding,ett,DR_k1,1,False,backdoor,no,yes,True,2,answer changed,0.0,0.0
price400,155,19014,KEEP,confounding,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
price400,155,19014,KEEP,confounding,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.5
price400,155,19014,PSEUDO,confounding,ett,DR_k1,1,False,backdoor,no,yes,True,2,answer changed,0.0,0.0
price400,155,19014,PSEUDO,confounding,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.0
price400,155,19014,PSEUDO,confounding,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,-1.0
price400,158,18847,KEEP,confounding,ett,DR_k1,1,False,backdoor,yes,no,True,2,answer changed,0.0,0.0
price400,158,18847,KEEP,confounding,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",-1.0,-1.0
price400,158,18847,KEEP,confounding,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,158,18847,PSEUDO,confounding,ett,DR_k1,1,False,backdoor,yes,no,True,2,answer changed,0.3333333333333333,0.3333333333333333
price400,158,18847,PSEUDO,confounding,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
price400,158,18847,PSEUDO,confounding,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,159,8323,KEEP,confounding,ett,DR_k1,1,False,backdoor,yes,no,True,2,answer changed,0.0,-0.3333333333333333
price400,159,8323,KEEP,confounding,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
price400,159,8323,KEEP,confounding,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
price400,159,8323,PSEUDO,confounding,ett,DR_k1,1,False,backdoor,yes,no,True,2,answer changed,0.3333333333333333,0.0
price400,159,8323,PSEUDO,confounding,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
price400,159,8323,PSEUDO,confounding,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
price400,160,3569,KEEP,confounding,ett,DR_k1,1,False,backdoor,no,yes,True,2,answer changed,0.0,0.0
price400,160,3569,KEEP,confounding,ett,DR_k2,2,False,backdoor,no,yes,True,2,answer changed,-0.3333333333333333,-0.3333333333333333
price400,160,3569,KEEP,confounding,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,160,3569,PSEUDO,confounding,ett,DR_k1,1,False,backdoor,no,yes,True,2,answer changed,0.3333333333333333,0.6666666666666666
price400,160,3569,PSEUDO,confounding,ett,DR_k2,2,False,backdoor,no,yes,True,2,answer changed,0.0,0.3333333333333333
price400,160,3569,PSEUDO,confounding,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
price400,162,3766,KEEP,confounding,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,162,3766,KEEP,confounding,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,162,3766,KEEP,confounding,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,162,3766,PSEUDO,confounding,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,162,3766,PSEUDO,confounding,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,162,3766,PSEUDO,confounding,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,163,8688,KEEP,confounding,ett,DR_k1,1,False,backdoor,yes,no,True,2,answer changed,0.0,0.3333333333333333
price400,163,8688,KEEP,confounding,ett,DR_k2,2,False,backdoor,yes,no,True,2,answer changed,-0.3333333333333333,0.0
price400,163,8688,KEEP,confounding,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,0.0
price400,163,8688,PSEUDO,confounding,ett,DR_k1,1,False,backdoor,yes,no,True,2,answer changed,-0.3333333333333333,-0.3333333333333333
price400,163,8688,PSEUDO,confounding,ett,DR_k2,2,False,backdoor,yes,no,True,2,answer changed,0.3333333333333333,0.3333333333333333
price400,163,8688,PSEUDO,confounding,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",-0.5,-0.5
price400,165,8424,KEEP,confounding,ett,DR_k1,1,False,backdoor,yes,no,True,2,answer changed,0.0,1.0
price400,165,8424,KEEP,confounding,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",-1.0,0.6666666666666666
price400,165,8424,KEEP,confounding,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.6666666666666666
price400,165,8424,PSEUDO,confounding,ett,DR_k1,1,False,backdoor,yes,no,True,2,answer changed,0.0,0.3333333333333333
price400,165,8424,PSEUDO,confounding,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",-0.5,-0.5
price400,165,8424,PSEUDO,confounding,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",-0.6666666666666666,-0.3333333333333333
price400,169,18799,KEEP,confounding,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.3333333333333333
price400,169,18799,KEEP,confounding,ett,DR_k2,2,False,backdoor,no,yes,True,2,answer changed,-0.3333333333333333,0.0
price400,169,18799,KEEP,confounding,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,-1.0,-0.6666666666666666
price400,169,18799,PSEUDO,confounding,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.3333333333333333
price400,169,18799,PSEUDO,confounding,ett,DR_k2,2,False,backdoor,no,yes,True,2,answer changed,0.0,0.3333333333333333
price400,169,18799,PSEUDO,confounding,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
price400,170,19117,KEEP,confounding,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.3333333333333333
price400,170,19117,KEEP,confounding,ett,DR_k2,2,False,backdoor,no,yes,True,2,answer changed,0.0,0.0
price400,170,19117,KEEP,confounding,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,170,19117,PSEUDO,confounding,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.5
price400,170,19117,PSEUDO,confounding,ett,DR_k2,2,False,backdoor,no,yes,True,2,answer changed,-0.6666666666666666,-1.0
price400,170,19117,PSEUDO,confounding,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.5
price400,192,15841,KEEP,diamond,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
price400,192,15841,KEEP,diamond,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,192,15841,KEEP,diamond,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,192,15841,PSEUDO,diamond,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",-0.6666666666666666,-0.6666666666666666
price400,192,15841,PSEUDO,diamond,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
price400,192,15841,PSEUDO,diamond,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.3333333333333333
price400,194,10797,KEEP,diamond,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,194,10797,KEEP,diamond,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,194,10797,KEEP,diamond,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,194,10797,PSEUDO,diamond,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,194,10797,PSEUDO,diamond,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,194,10797,PSEUDO,diamond,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,195,15595,KEEP,diamond,ate,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.0,0.0
price400,195,15595,KEEP,diamond,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,195,15595,KEEP,diamond,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
price400,195,15595,PSEUDO,diamond,ate,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.3333333333333333,0.6666666666666666
price400,195,15595,PSEUDO,diamond,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.3333333333333333
price400,195,15595,PSEUDO,diamond,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
price400,196,15596,KEEP,diamond,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,0.0
price400,196,15596,KEEP,diamond,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
price400,196,15596,KEEP,diamond,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
price400,196,15596,PSEUDO,diamond,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,196,15596,PSEUDO,diamond,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,196,15596,PSEUDO,diamond,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,197,16459,KEEP,diamond,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
price400,197,16459,KEEP,diamond,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,197,16459,KEEP,diamond,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,197,16459,PSEUDO,diamond,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
price400,197,16459,PSEUDO,diamond,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,197,16459,PSEUDO,diamond,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,200,1215,KEEP,diamond,ate,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.0,0.6666666666666666
price400,200,1215,KEEP,diamond,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.6666666666666666
price400,200,1215,KEEP,diamond,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.0
price400,200,1215,PSEUDO,diamond,ate,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.0,0.0
price400,200,1215,PSEUDO,diamond,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
price400,200,1215,PSEUDO,diamond,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
price400,201,16381,KEEP,diamond,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,-0.3333333333333333,-0.3333333333333333
price400,201,16381,KEEP,diamond,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,201,16381,KEEP,diamond,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,201,16381,PSEUDO,diamond,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
price400,201,16381,PSEUDO,diamond,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,201,16381,PSEUDO,diamond,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,202,6046,KEEP,diamond,ate,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.0,0.6666666666666666
price400,202,6046,KEEP,diamond,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.6666666666666666
price400,202,6046,KEEP,diamond,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-1.0,-0.3333333333333333
price400,202,6046,PSEUDO,diamond,ate,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.0,-0.3333333333333333
price400,202,6046,PSEUDO,diamond,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,-0.3333333333333333
price400,202,6046,PSEUDO,diamond,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,-0.3333333333333333
price400,203,1244,KEEP,diamond,ate,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.0,0.0
price400,203,1244,KEEP,diamond,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.3333333333333333
price400,203,1244,KEEP,diamond,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
price400,203,1244,PSEUDO,diamond,ate,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.3333333333333333,0.3333333333333333
price400,203,1244,PSEUDO,diamond,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,203,1244,PSEUDO,diamond,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.3333333333333333
price400,204,5204,KEEP,diamond,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
price400,204,5204,KEEP,diamond,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,204,5204,KEEP,diamond,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,204,5204,PSEUDO,diamond,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
price400,204,5204,PSEUDO,diamond,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,204,5204,PSEUDO,diamond,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,209,6020,KEEP,diamond,ett,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,209,6020,KEEP,diamond,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,209,6020,KEEP,diamond,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.3333333333333333
price400,209,6020,PSEUDO,diamond,ett,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,209,6020,PSEUDO,diamond,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,209,6020,PSEUDO,diamond,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,210,5400,KEEP,diamond,ett,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
price400,210,5400,KEEP,diamond,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,210,5400,KEEP,diamond,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,210,5400,PSEUDO,diamond,ett,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,-0.3333333333333333
price400,210,5400,PSEUDO,diamond,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
price400,210,5400,PSEUDO,diamond,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
price400,211,16376,KEEP,diamond,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.0
price400,211,16376,KEEP,diamond,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,211,16376,KEEP,diamond,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,211,16376,PSEUDO,diamond,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.0
price400,211,16376,PSEUDO,diamond,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,211,16376,PSEUDO,diamond,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,212,5978,KEEP,diamond,ett,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
price400,212,5978,KEEP,diamond,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,212,5978,KEEP,diamond,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.3333333333333333
price400,212,5978,PSEUDO,diamond,ett,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
price400,212,5978,PSEUDO,diamond,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.6666666666666666,0.6666666666666666
price400,212,5978,PSEUDO,diamond,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,213,5247,KEEP,diamond,ett,DR_k1,1,True,backdoor,no,no,True,4,estimand kept,0.3333333333333333,0.0
price400,213,5247,KEEP,diamond,ett,DR_k2,2,False,no path,no,no,True,4,"estimand changed, answer kept",0.3333333333333333,0.0
price400,213,5247,KEEP,diamond,ett,DR_k3,3,False,no path,no,no,True,4,"estimand changed, answer kept",0.3333333333333333,0.0
price400,213,5247,PSEUDO,diamond,ett,DR_k1,1,True,backdoor,no,no,True,4,estimand kept,-1.0,-1.0
price400,213,5247,PSEUDO,diamond,ett,DR_k2,2,False,no path,no,no,True,4,"estimand changed, answer kept",0.3333333333333333,0.0
price400,213,5247,PSEUDO,diamond,ett,DR_k3,3,False,no path,no,no,True,4,"estimand changed, answer kept",0.0,-0.3333333333333333
price400,215,1194,KEEP,diamond,ett,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
price400,215,1194,KEEP,diamond,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.3333333333333333
price400,215,1194,KEEP,diamond,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.3333333333333333
price400,215,1194,PSEUDO,diamond,ett,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.3333333333333333,0.3333333333333333
price400,215,1194,PSEUDO,diamond,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,215,1194,PSEUDO,diamond,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,220,11650,KEEP,diamond,ett,DR_k1,1,False,backdoor,yes,no,True,2,answer changed,0.0,0.0
price400,220,11650,KEEP,diamond,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,220,11650,KEEP,diamond,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,220,11650,PSEUDO,diamond,ett,DR_k1,1,False,backdoor,yes,no,True,2,answer changed,0.0,0.0
price400,220,11650,PSEUDO,diamond,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,220,11650,PSEUDO,diamond,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,221,16370,KEEP,diamond,ett,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,221,16370,KEEP,diamond,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,221,16370,KEEP,diamond,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,221,16370,PSEUDO,diamond,ett,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
