model,item,id,cond,graph_id,rung,gold,pred,correct,parsed,in_tok,out_tok,error
gpt-4.1-nano,30,2482,FE_k1,arrowhead,2,yes,yes,1,1,149,236,
gpt-4.1-nano,31,28517,DR_k3,arrowhead,2,no,yes,0,1,180,243,
gpt-4.1-nano,33,28946,PROSE,arrowhead,2,yes,yes,1,1,146,135,
gpt-4.1-nano,33,28946,RAW,arrowhead,2,yes,yes,1,1,109,123,
gpt-4.1-nano,33,28946,ORACLE,arrowhead,2,yes,yes,1,1,161,499,
gpt-4.1-nano,31,28517,DR_k2,arrowhead,2,no,no,1,1,180,250,
gpt-4.1-nano,33,28946,DR_k2,arrowhead,2,yes,no,0,1,163,553,
gpt-4.1-nano,30,2482,DR_k3,arrowhead,2,yes,yes,1,1,147,255,
gpt-4.1-nano,31,28517,ED_k1,arrowhead,2,no,yes,0,1,177,242,
gpt-4.1-nano,31,28517,ED_k2,arrowhead,2,no,no,1,1,167,304,
gpt-4.1-nano,30,2482,DR_k2,arrowhead,2,yes,no,0,1,146,476,
gpt-4.1-nano,31,28517,ED_k3,arrowhead,2,no,yes,0,1,164,234,
gpt-4.1-nano,32,9160,ED_k3,arrowhead,2,no,no,1,1,137,253,
gpt-4.1-nano,32,9160,ED_k2,arrowhead,2,no,no,1,1,140,418,
gpt-4.1-nano,34,3249,PROSE,arrowhead,2,no,no,1,1,127,165,
gpt-4.1-nano,34,3249,ORACLE,arrowhead,2,no,no,1,1,143,367,
gpt-4.1-nano,34,3249,RAW,arrowhead,2,no,no,1,1,98,60,
gpt-4.1-nano,30,2482,ED_k2,arrowhead,2,yes,yes,1,1,143,501,
gpt-4.1-nano,32,9160,DR_k2,arrowhead,2,no,no,1,1,149,491,
gpt-4.1-nano,32,9160,DR_k3,arrowhead,2,no,no,1,1,150,523,
gpt-4.1-nano,33,28946,ED_k3,arrowhead,2,yes,yes,1,1,145,127,
gpt-4.1-nano,32,9160,DR_k1,arrowhead,2,no,no,1,1,150,499,
gpt-4.1-nano,35,28944,PROSE,arrowhead,3,no,no,1,1,305,494,
gpt-4.1-nano,35,28944,RAW,arrowhead,3,no,,0,0,268,700,
gpt-4.1-nano,35,28944,ORACLE,arrowhead,3,no,,0,0,320,700,
gpt-4.1-nano,35,28944,DR_k1,arrowhead,3,no,no,1,1,321,700,
gpt-4.1-nano,33,28946,ED_k1,arrowhead,2,yes,yes,1,1,158,295,
gpt-4.1-nano,32,9160,ED_k1,arrowhead,2,no,no,1,1,147,648,
gpt-4.1-nano,32,9160,FE_k1,arrowhead,2,no,no,1,1,152,602,
gpt-4.1-nano,34,3249,ED_k3,arrowhead,2,no,no,1,1,130,134,
gpt-4.1-nano,34,3249,ED_k2,arrowhead,2,no,no,1,1,132,197,
gpt-4.1-nano,33,28946,DR_k1,arrowhead,2,yes,yes,1,1,162,625,
gpt-4.1-nano,36,7204,PROSE,arrowhead,3,yes,yes,1,1,152,170,
gpt-4.1-nano,36,7204,RAW,arrowhead,3,yes,yes,1,1,117,123,
gpt-4.1-nano,36,7204,ORACLE,arrowhead,3,yes,yes,1,1,167,267,
gpt-4.1-nano,36,7204,DR_k1,arrowhead,3,yes,yes,1,1,167,190,
gpt-4.1-nano,34,3249,DR_k3,arrowhead,2,no,no,1,1,144,332,
gpt-4.1-nano,31,28517,FE_k1,arrowhead,2,no,no,1,1,183,306,
gpt-4.1-nano,34,3249,DR_k1,arrowhead,2,no,no,1,1,144,275,
gpt-4.1-nano,34,3249,ED_k1,arrowhead,2,no,no,1,1,141,329,
gpt-4.1-nano,33,28946,DR_k3,arrowhead,2,yes,no,0,1,163,685,
gpt-4.1-nano,34,3249,FE_k1,arrowhead,2,no,no,1,1,145,307,
gpt-4.1-nano,37,10213,PROSE,arrowhead,3,yes,no,0,1,159,672,
gpt-4.1-nano,37,10213,RAW,arrowhead,3,yes,no,0,1,115,662,
gpt-4.1-nano,37,10213,ORACLE,arrowhead,3,yes,yes,1,1,174,587,
gpt-4.1-nano,34,3249,DR_k2,arrowhead,2,no,no,1,1,143,457,
gpt-4.1-nano,36,7204,ED_k3,arrowhead,3,yes,yes,1,1,144,130,
gpt-4.1-nano,37,10213,DR_k3,arrowhead,3,yes,yes,1,1,175,605,
gpt-4.1-nano,36,7204,DR_k3,arrowhead,3,yes,yes,1,1,166,322,
gpt-4.1-nano,36,7204,ED_k2,arrowhead,3,yes,yes,1,1,154,199,
gpt-4.1-nano,33,28946,ED_k2,arrowhead,2,yes,yes,1,1,148,335,
gpt-4.1-nano,36,7204,ED_k1,arrowhead,3,yes,yes,1,1,164,281,
gpt-4.1-nano,38,17532,PROSE,arrowhead,3,yes,yes,1,1,281,479,
gpt-4.1-nano,38,17532,RAW,arrowhead,3,yes,no,0,1,249,589,
gpt-4.1-nano,38,17532,ORACLE,arrowhead,3,yes,yes,1,1,296,534,
gpt-4.1-nano,36,7204,DR_k2,arrowhead,3,yes,yes,1,1,166,244,
gpt-4.1-nano,35,28944,DR_k2,arrowhead,3,no,no,1,1,322,700,
gpt-4.1-nano,38,17532,DR_k3,arrowhead,3,yes,yes,1,1,298,594,
gpt-4.1-nano,35,28944,DR_k3,arrowhead,3,no,no,1,1,321,638,
gpt-4.1-nano,35,28944,ED_k2,arrowhead,3,no,yes,0,1,314,700,
gpt-4.1-nano,35,28944,ED_k3,arrowhead,3,no,,0,0,303,700,
gpt-4.1-nano,35,28944,ED_k1,arrowhead,3,no,,0,0,310,700,
gpt-4.1-nano,39,9086,PROSE,arrowhead,3,no,,0,0,271,700,
gpt-4.1-nano,39,9086,RAW,arrowhead,3,no,,0,0,240,700,
gpt-4.1-nano,39,9086,ORACLE,arrowhead,3,no,,0,0,286,700,
gpt-4.1-nano,36,7204,FE_k1,arrowhead,3,yes,yes,1,1,169,186,
gpt-4.1-nano,35,28944,FE_k1,arrowhead,3,no,,0,0,324,700,
gpt-4.1-nano,37,10213,ED_k1,arrowhead,3,yes,yes,1,1,162,469,
gpt-4.1-nano,37,10213,DR_k2,arrowhead,3,yes,yes,1,1,174,383,
gpt-4.1-nano,37,10213,ED_k2,arrowhead,3,yes,no,0,1,159,569,
gpt-4.1-nano,37,10213,FE_k1,arrowhead,3,yes,yes,1,1,178,637,
gpt-4.1-nano,37,10213,ED_k3,arrowhead,3,yes,yes,1,1,154,647,
gpt-4.1-nano,38,17532,DR_k2,arrowhead,3,yes,yes,1,1,297,557,
gpt-4.1-nano,38,17532,DR_k1,arrowhead,3,yes,yes,1,1,297,626,
gpt-4.1-nano,40,10276,PROSE,arrowhead,3,no,no,1,1,143,245,
gpt-4.1-nano,40,10276,RAW,arrowhead,3,no,no,1,1,112,277,
gpt-4.1-nano,40,10276,ORACLE,arrowhead,3,no,no,1,1,158,413,
gpt-4.1-nano,40,10276,DR_k3,arrowhead,3,no,no,1,1,156,479,
gpt-4.1-nano,39,9086,DR_k1,arrowhead,3,no,,0,0,286,700,
gpt-4.1-nano,38,17532,ED_k1,arrowhead,3,yes,no,0,1,287,591,
gpt-4.1-nano,39,9086,ED_k1,arrowhead,3,no,,0,0,284,700,
gpt-4.1-nano,39,9086,DR_k3,arrowhead,3,no,,0,0,284,700,
gpt-4.1-nano,38,17532,FE_k1,arrowhead,3,yes,yes,1,1,298,557,
gpt-4.1-nano,41,14776,PROSE,arrowhead,3,no,,0,0,283,700,
gpt-4.1-nano,41,14776,RAW,arrowhead,3,no,no,1,1,250,700,
gpt-4.1-nano,41,14776,ORACLE,arrowhead,3,no,no,1,1,298,700,
gpt-4.1-nano,41,14776,DR_k2,arrowhead,3,no,,0,0,300,700,
gpt-4.1-nano,39,9086,DR_k2,arrowhead,3,no,no,1,1,286,680,
gpt-4.1-nano,38,17532,ED_k2,arrowhead,3,yes,no,0,1,284,568,
gpt-4.1-nano,39,9086,ED_k2,arrowhead,3,no,,0,0,275,700,
gpt-4.1-nano,39,9086,ED_k3,arrowhead,3,no,no,1,1,272,669,
gpt-4.1-nano,38,17532,ED_k3,arrowhead,3,yes,,0,0,275,700,
gpt-4.1-nano,42,3775,PROSE,confounding,1,no,no,1,1,120,233,
gpt-4.1-nano,42,3775,RAW,confounding,1,no,no,1,1,100,320,
gpt-4.1-nano,42,3775,ORACLE,confounding,1,no,no,1,1,136,436,
gpt-4.1-nano,37,10213,DR_k1,arrowhead,3,yes,yes,1,1,173,683,
gpt-4.1-nano,40,10276,DR_k1,arrowhead,3,no,no,1,1,158,446,
gpt-4.1-nano,40,10276,ED_k3,arrowhead,3,no,no,1,1,144,311,
gpt-4.1-nano,40,10276,ED_k2,arrowhead,3,no,no,1,1,153,360,
gpt-4.1-nano,39,9086,FE_k1,arrowhead,3,no,,0,0,288,700,
gpt-4.1-nano,42,3775,DR_k3,confounding,1,no,no,1,1,137,423,
gpt-4.1-nano,42,3775,DR_k2,confounding,1,no,no,1,1,138,333,
gpt-4.1-nano,43,25686,PROSE,confounding,1,yes,yes,1,1,140,283,
gpt-4.1-nano,43,25686,RAW,confounding,1,yes,yes,1,1,114,297,
gpt-4.1-nano,43,25686,ORACLE,confounding,1,yes,yes,1,1,155,277,
gpt-4.1-nano,43,25686,DR_k1,confounding,1,yes,yes,1,1,155,292,
gpt-4.1-nano,43,25686,DR_k3,confounding,1,yes,yes,1,1,153,234,
gpt-4.1-nano,42,3775,DR_k1,confounding,1,no,no,1,1,136,416,
gpt-4.1-nano,40,10276,ED_k1,arrowhead,3,no,no,1,1,156,550,
gpt-4.1-nano,40,10276,FE_k1,arrowhead,3,no,no,1,1,160,514,
gpt-4.1-nano,43,25686,ED_k2,confounding,1,yes,yes,1,1,140,217,
gpt-4.1-nano,44,23549,PROSE,confounding,1,no,no,1,1,127,371,
gpt-4.1-nano,44,23549,RAW,confounding,1,no,no,1,1,103,343,
gpt-4.1-nano,44,23549,ORACLE,confounding,1,no,no,1,1,142,425,
gpt-4.1-nano,41,14776,DR_k1,arrowhead,3,no,no,1,1,298,674,
gpt-4.1-nano,44,23549,DR_k3,confounding,1,no,no,1,1,144,450,
gpt-4.1-nano,40,10276,DR_k2,arrowhead,3,no,no,1,1,157,601,
gpt-4.1-nano,41,14776,ED_k1,arrowhead,3,no,no,1,1,296,700,
gpt-4.1-nano,41,14776,DR_k3,arrowhead,3,no,no,1,1,300,700,
gpt-4.1-nano,45,14162,PROSE,confounding,1,yes,no,0,1,125,350,
gpt-4.1-nano,45,14162,RAW,confounding,1,yes,yes,1,1,103,234,
gpt-4.1-nano,45,14162,ORACLE,confounding,1,yes,yes,1,1,141,384,
gpt-4.1-nano,41,14776,ED_k3,arrowhead,3,no,no,1,1,285,700,
gpt-4.1-nano,42,3775,ED_k3,confounding,1,no,no,1,1,115,330,
gpt-4.1-nano,43,25686,DR_k2,confounding,1,yes,yes,1,1,154,273,
gpt-4.1-nano,45,14162,DR_k2,confounding,1,yes,yes,1,1,142,373,
gpt-4.1-nano,45,14162,DR_k3,confounding,1,yes,yes,1,1,141,357,
gpt-4.1-nano,42,3775,ED_k2,confounding,1,no,no,1,1,123,305,
gpt-4.1-nano,46,3981,PROSE,confounding,1,no,no,1,1,132,271,
gpt-4.1-nano,46,3981,RAW,confounding,1,no,no,1,1,111,249,
gpt-4.1-nano,46,3981,ORACLE,confounding,1,no,no,1,1,147,326,
gpt-4.1-nano,41,14776,FE_k1,arrowhead,3,no,no,1,1,302,700,
gpt-4.1-nano,46,3981,DR_k2,confounding,1,no,no,1,1,149,312,
gpt-4.1-nano,46,3981,DR_k3,confounding,1,no,no,1,1,149,396,
gpt-4.1-nano,33,28946,FE_k1,arrowhead,2,yes,yes,1,1,164,316,
gpt-4.1-nano,43,25686,ED_k3,confounding,1,yes,yes,1,1,129,242,
gpt-4.1-nano,43,25686,ED_k1,confounding,1,yes,yes,1,1,144,455,
gpt-4.1-nano,47,14201,PROSE,confounding,1,no,yes,0,1,127,300,
gpt-4.1-nano,47,14201,RAW,confounding,1,no,yes,0,1,105,277,
gpt-4.1-nano,47,14201,ORACLE,confounding,1,no,yes,0,1,143,376,
gpt-4.1-nano,44,23549,ED_k2,confounding,1,no,no,1,1,129,270,
gpt-4.1-nano,42,3775,ED_k1,confounding,1,no,no,1,1,128,466,
gpt-4.1-nano,44,23549,DR_k2,confounding,1,no,no,1,1,144,384,
gpt-4.1-nano,47,14201,DR_k3,confounding,1,no,yes,0,1,143,277,
gpt-4.1-nano,44,23549,ED_k1,confounding,1,no,no,1,1,132,378,
gpt-4.1-nano,41,14776,ED_k2,arrowhead,3,no,,0,0,286,700,
gpt-4.1-nano,48,20887,PROSE,confounding,1,no,no,1,1,144,200,
gpt-4.1-nano,48,20887,RAW,confounding,1,no,no,1,1,117,281,
gpt-4.1-nano,48,20887,ORACLE,confounding,1,no,no,1,1,159,356,
gpt-4.1-nano,45,14162,ED_k1,confounding,1,yes,yes,1,1,139,406,
gpt-4.1-nano,48,20887,DR_k2,confounding,1,no,no,1,1,158,257,
gpt-4.1-nano,48,20887,DR_k3,confounding,1,no,no,1,1,158,356,
gpt-4.1-nano,46,3981,DR_k1,confounding,1,no,no,1,1,149,395,
gpt-4.1-nano,45,14162,ED_k3,confounding,1,yes,yes,1,1,118,360,
gpt-4.1-nano,46,3981,ED_k1,confounding,1,no,no,1,1,145,385,
gpt-4.1-nano,49,18964,PROSE,confounding,2,no,no,1,1,182,700,
gpt-4.1-nano,49,18964,RAW,confounding,2,no,no,1,1,156,654,
gpt-4.1-nano,49,18964,ORACLE,confounding,2,no,no,1,1,197,700,
gpt-4.1-nano,49,18964,DR_k1,confounding,2,no,no,1,1,196,533,
gpt-4.1-nano,49,18964,DR_k2,confounding,2,no,yes,0,1,200,700,
gpt-4.1-nano,49,18964,DR_k3,confounding,2,no,,0,0,199,700,
gpt-4.1-nano,49,18964,ED_k1,confounding,2,no,no,1,1,192,700,
gpt-4.1-nano,45,14162,ED_k2,confounding,1,yes,yes,1,1,130,328,
gpt-4.1-nano,46,3981,ED_k2,confounding,1,no,no,1,1,136,394,
gpt-4.1-nano,50,8546,PROSE,confounding,2,no,no,1,1,133,3,
gpt-4.1-nano,50,8546,RAW,confounding,2,no,no,1,1,113,3,
gpt-4.1-nano,50,8546,ORACLE,confounding,2,no,yes,0,1,149,141,
gpt-4.1-nano,50,8546,DR_k1,confounding,2,no,no,1,1,149,150,
gpt-4.1-nano,44,23549,ED_k3,confounding,1,no,yes,0,1,118,312,
gpt-4.1-nano,47,14201,DR_k1,confounding,1,no,yes,0,1,145,249,
gpt-4.1-nano,47,14201,ED_k3,confounding,1,no,yes,0,1,120,282,
gpt-4.1-nano,47,14201,DR_k2,confounding,1,no,yes,0,1,144,248,
gpt-4.1-nano,46,3981,ED_k3,confounding,1,no,no,1,1,126,321,
gpt-4.1-nano,47,14201,ED_k2,confounding,1,no,yes,0,1,132,320,
gpt-4.1-nano,50,8546,DR_k3,confounding,2,no,no,1,1,150,260,
gpt-4.1-nano,51,13925,ORACLE,confounding,2,no,no,1,1,191,690,
gpt-4.1-nano,51,13925,RAW,confounding,2,no,no,1,1,154,258,
gpt-4.1-nano,51,13925,PROSE,confounding,2,no,no,1,1,176,700,
gpt-4.1-nano,51,13925,DR_k3,confounding,2,no,no,1,1,191,700,
gpt-4.1-nano,51,13925,DR_k2,confounding,2,no,no,1,1,191,700,
gpt-4.1-nano,47,14201,ED_k1,confounding,1,no,yes,0,1,134,301,
gpt-4.1-nano,44,23549,DR_k1,confounding,1,no,no,1,1,143,397,
gpt-4.1-nano,48,20887,ED_k3,confounding,1,no,no,1,1,132,248,
gpt-4.1-nano,45,14162,DR_k1,confounding,1,yes,yes,1,1,141,392,
gpt-4.1-nano,50,8546,DR_k2,confounding,2,no,no,1,1,150,224,
gpt-4.1-nano,48,20887,DR_k1,confounding,1,no,no,1,1,159,358,
gpt-4.1-nano,52,8717,RAW,confounding,2,no,no,1,1,170,331,
gpt-4.1-nano,52,8717,PROSE,confounding,2,no,no,1,1,191,437,
gpt-4.1-nano,52,8717,DR_k1,confounding,2,no,no,1,1,208,570,
gpt-4.1-nano,52,8717,DR_k2,confounding,2,no,no,1,1,207,451,
gpt-4.1-nano,52,8717,DR_k3,confounding,2,no,no,1,1,208,466,
gpt-4.1-nano,52,8717,ORACLE,confounding,2,no,no,1,1,206,546,
gpt-4.1-nano,53,14295,RAW,confounding,2,no,no,1,1,170,700,
gpt-4.1-nano,53,14295,PROSE,confounding,2,no,no,1,1,193,700,
gpt-4.1-nano,53,14295,ORACLE,confounding,2,no,no,1,1,208,366,
gpt-4.1-nano,53,14295,DR_k1,confounding,2,no,no,1,1,210,700,
gpt-4.1-nano,53,14295,DR_k3,confounding,2,no,no,1,1,211,467,
gpt-4.1-nano,48,20887,ED_k2,confounding,1,no,no,1,1,143,433,
gpt-4.1-nano,50,8546,ED_k1,confounding,2,no,yes,0,1,147,146,
gpt-4.1-nano,48,20887,ED_k1,confounding,1,no,no,1,1,155,356,
gpt-4.1-nano,50,8546,ED_k2,confounding,2,no,yes,0,1,139,192,
gpt-4.1-nano,54,3551,RAW,confounding,2,yes,yes,1,1,147,520,
gpt-4.1-nano,54,3551,PROSE,confounding,2,yes,no,0,1,165,700,
gpt-4.1-nano,54,3551,ORACLE,confounding,2,yes,yes,1,1,180,614,
gpt-4.1-nano,54,3551,DR_k2,confounding,2,yes,yes,1,1,180,584,
gpt-4.1-nano,54,3551,DR_k3,confounding,2,yes,no,0,1,180,700,
gpt-4.1-nano,51,13925,ED_k2,confounding,2,no,no,1,1,177,342,
gpt-4.1-nano,50,8546,ED_k3,confounding,2,no,yes,0,1,128,184,
gpt-4.1-nano,51,13925,ED_k1,confounding,2,no,no,1,1,189,329,
gpt-4.1-nano,55,26112,PROSE,confounding,2,yes,yes,1,1,145,3,
gpt-4.1-nano,55,26112,RAW,confounding,2,yes,no,0,1,122,3,
gpt-4.1-nano,55,26112,ORACLE,confounding,2,yes,yes,1,1,161,190,
gpt-4.1-nano,55,26112,DR_k1,confounding,2,yes,yes,1,1,161,195,
gpt-4.1-nano,51,13925,ED_k3,confounding,2,no,no,1,1,169,221,
gpt-4.1-nano,55,26112,DR_k3,confounding,2,yes,yes,1,1,161,173,
gpt-4.1-nano,51,13925,DR_k1,confounding,2,no,no,1,1,191,672,
gpt-4.1-nano,52,8717,ED_k1,confounding,2,no,no,1,1,204,462,
gpt-4.1-nano,53,14295,ED_k3,confounding,2,no,no,1,1,185,405,
gpt-4.1-nano,56,18846,PROSE,confounding,3,yes,no,0,1,200,692,
gpt-4.1-nano,56,18846,RAW,confounding,3,yes,,0,0,178,700,
gpt-4.1-nano,56,18846,ORACLE,confounding,3,yes,no,0,1,215,700,
gpt-4.1-nano,55,26112,DR_k2,confounding,2,yes,yes,1,1,161,181,
gpt-4.1-nano,56,18846,DR_k2,confounding,3,yes,,0,0,214,700,
gpt-4.1-nano,56,18846,DR_k3,confounding,3,yes,,0,0,214,700,
gpt-4.1-nano,54,3551,ED_k3,confounding,2,yes,yes,1,1,162,257,
gpt-4.1-nano,49,18964,ED_k2,confounding,2,no,no,1,1,182,635,
gpt-4.1-nano,55,26112,ED_k1,confounding,2,yes,yes,1,1,151,111,
gpt-4.1-nano,52,8717,ED_k2,confounding,2,no,no,1,1,195,538,
gpt-4.1-nano,57,29894,RAW,confounding,3,no,yes,0,1,98,222,
gpt-4.1-nano,57,29894,PROSE,confounding,3,no,no,1,1,121,399,
gpt-4.1-nano,57,29894,ORACLE,confounding,3,no,yes,0,1,137,102,
gpt-4.1-nano,57,29894,DR_k1,confounding,3,no,yes,0,1,137,435,
gpt-4.1-nano,57,29894,DR_k2,confounding,3,no,yes,0,1,137,449,
gpt-4.1-nano,57,29894,DR_k3,confounding,3,no,no,1,1,137,417,
gpt-4.1-nano,55,26112,ED_k2,confounding,2,yes,yes,1,1,147,87,
gpt-4.1-nano,53,14295,ED_k2,confounding,2,no,no,1,1,195,504,
gpt-4.1-nano,55,26112,ED_k3,confounding,2,yes,yes,1,1,137,150,
gpt-4.1-nano,53,14295,ED_k1,confounding,2,no,no,1,1,198,700,
gpt-4.1-nano,52,8717,ED_k3,confounding,2,no,no,1,1,185,534,
gpt-4.1-nano,53,14295,DR_k2,confounding,2,no,no,1,1,212,590,
gpt-4.1-nano,49,18964,ED_k3,confounding,2,no,,0,0,171,700,
gpt-4.1-nano,54,3551,ED_k2,confounding,2,yes,yes,1,1,170,448,
gpt-4.1-nano,58,20513,PROSE,confounding,3,no,no,1,1,118,264,
gpt-4.1-nano,58,20513,RAW,confounding,3,no,no,1,1,98,244,
gpt-4.1-nano,58,20513,DR_k1,confounding,3,no,no,1,1,132,272,
gpt-4.1-nano,58,20513,DR_k3,confounding,3,no,no,1,1,134,387,
gpt-4.1-nano,58,20513,ORACLE,confounding,3,no,no,1,1,133,266,
gpt-4.1-nano,59,29750,ORACLE,confounding,3,yes,yes,1,1,142,381,
gpt-4.1-nano,58,20513,ED_k2,confounding,3,no,no,1,1,121,195,
gpt-4.1-nano,59,29750,RAW,confounding,3,yes,yes,1,1,101,340,
gpt-4.1-nano,59,29750,PROSE,confounding,3,yes,no,0,1,127,264,
gpt-4.1-nano,59,29750,DR_k3,confounding,3,yes,no,0,1,140,700,
gpt-4.1-nano,54,3551,ED_k1,confounding,2,yes,no,0,1,178,700,
gpt-4.1-nano,58,20513,ED_k1,confounding,3,no,no,1,1,131,202,
gpt-4.1-nano,57,29894,ED_k2,confounding,3,no,no,1,1,124,215,
gpt-4.1-nano,57,29894,ED_k1,confounding,3,no,no,1,1,134,169,
gpt-4.1-nano,57,29894,ED_k3,confounding,3,no,yes,0,1,113,273,
gpt-4.1-nano,60,10087,RAW,confounding,3,no,yes,0,1,96,341,
gpt-4.1-nano,60,10087,ORACLE,confounding,3,no,no,1,1,129,315,
gpt-4.1-nano,60,10087,PROSE,confounding,3,no,no,1,1,114,402,
gpt-4.1-nano,60,10087,DR_k1,confounding,3,no,no,1,1,129,300,
gpt-4.1-nano,60,10087,DR_k2,confounding,3,no,no,1,1,129,388,
gpt-4.1-nano,60,10087,DR_k3,confounding,3,no,no,1,1,129,429,
gpt-4.1-nano,60,10087,ED_k2,confounding,3,no,no,1,1,119,241,
gpt-4.1-nano,61,20539,RAW,confounding,3,no,no,1,1,101,440,
gpt-4.1-nano,61,20539,PROSE,confounding,3,no,no,1,1,123,308,
gpt-4.1-nano,61,20539,ORACLE,confounding,3,no,no,1,1,139,414,
gpt-4.1-nano,61,20539,DR_k1,confounding,3,no,no,1,1,141,410,
gpt-4.1-nano,61,20539,DR_k3,confounding,3,no,no,1,1,139,314,
gpt-4.1-nano,56,18846,ED_k1,confounding,3,yes,no,0,1,212,700,
gpt-4.1-nano,56,18846,DR_k1,confounding,3,yes,,0,0,214,700,
gpt-4.1-nano,58,20513,DR_k2,confounding,3,no,no,1,1,133,329,
gpt-4.1-nano,58,20513,ED_k3,confounding,3,no,no,1,1,113,290,
gpt-4.1-nano,62,20528,RAW,confounding,3,no,no,1,1,102,222,
gpt-4.1-nano,62,20528,ORACLE,confounding,3,no,no,1,1,140,192,
gpt-4.1-nano,62,20528,PROSE,confounding,3,no,no,1,1,124,323,
gpt-4.1-nano,62,20528,DR_k1,confounding,3,no,yes,0,1,140,285,
gpt-4.1-nano,62,20528,DR_k2,confounding,3,no,no,1,1,141,360,
gpt-4.1-nano,62,20528,DR_k3,confounding,3,no,no,1,1,140,257,
gpt-4.1-nano,59,29750,ED_k3,confounding,3,yes,yes,1,1,116,248,
gpt-4.1-nano,54,3551,DR_k1,confounding,2,yes,no,0,1,180,700,
gpt-4.1-nano,63,1284,PROSE,diamond,1,no,no,1,1,142,494,
gpt-4.1-nano,63,1284,RAW,diamond,1,no,no,1,1,103,308,
gpt-4.1-nano,63,1284,ORACLE,diamond,1,no,no,1,1,157,415,
gpt-4.1-nano,59,29750,ED_k2,confounding,3,yes,yes,1,1,127,300,
gpt-4.1-nano,60,10087,ED_k1,confounding,3,no,no,1,1,127,282,
gpt-4.1-nano,56,18846,ED_k2,confounding,3,yes,,0,0,202,700,
gpt-4.1-nano,61,20539,ED_k1,confounding,3,no,no,1,1,136,279,
gpt-4.1-nano,59,29750,DR_k2,confounding,3,yes,yes,1,1,141,425,
gpt-4.1-nano,62,20528,ED_k2,confounding,3,no,no,1,1,126,146,
gpt-4.1-nano,59,29750,DR_k1,confounding,3,yes,no,0,1,142,397,
gpt-4.1-nano,62,20528,ED_k1,confounding,3,no,no,1,1,137,230,
gpt-4.1-nano,64,1248,PROSE,diamond,1,yes,yes,1,1,142,355,
gpt-4.1-nano,64,1248,RAW,diamond,1,yes,yes,1,1,103,316,
gpt-4.1-nano,64,1248,ORACLE,diamond,1,yes,yes,1,1,157,502,
gpt-4.1-nano,56,18846,ED_k3,confounding,3,yes,no,0,1,193,700,
gpt-4.1-nano,61,20539,ED_k2,confounding,3,no,no,1,1,127,244,
gpt-4.1-nano,61,20539,DR_k2,confounding,3,no,no,1,1,140,416,
gpt-4.1-nano,63,1284,DR_k1,diamond,1,no,no,1,1,156,393,
gpt-4.1-nano,60,10087,ED_k3,confounding,3,no,yes,0,1,111,406,
gpt-4.1-nano,62,20528,ED_k3,confounding,3,no,no,1,1,117,202,
gpt-4.1-nano,59,29750,ED_k1,confounding,3,yes,no,0,1,139,412,
gpt-4.1-nano,63,1284,DR_k2,diamond,1,no,no,1,1,148,412,
gpt-4.1-nano,65,423,PROSE,diamond,1,no,no,1,1,163,594,
gpt-4.1-nano,65,423,RAW,diamond,1,no,no,1,1,132,400,
gpt-4.1-nano,65,423,ORACLE,diamond,1,no,no,1,1,178,486,
gpt-4.1-nano,61,20539,ED_k3,confounding,3,no,no,1,1,116,354,
gpt-4.1-nano,63,1284,DR_k3,diamond,1,no,no,1,1,156,432,
gpt-4.1-nano,63,1284,ED_k3,diamond,1,no,no,1,1,129,359,
gpt-4.1-nano,63,1284,FE_k2,diamond,1,no,no,1,1,165,353,
gpt-4.1-nano,63,1284,FE_k1,diamond,1,no,no,1,1,161,380,
gpt-4.1-nano,64,1248,DR_k3,diamond,1,yes,yes,1,1,156,384,
gpt-4.1-nano,64,1248,ED_k2,diamond,1,yes,yes,1,1,142,350,
gpt-4.1-nano,63,1284,ED_k1,diamond,1,no,no,1,1,154,417,
gpt-4.1-nano,66,22431,PROSE,diamond,1,yes,yes,1,1,152,203,
gpt-4.1-nano,66,22431,RAW,diamond,1,yes,yes,1,1,114,205,
gpt-4.1-nano,66,22431,ORACLE,diamond,1,yes,yes,1,1,167,319,
gpt-4.1-nano,64,1248,DR_k2,diamond,1,yes,yes,1,1,157,415,
gpt-4.1-nano,64,1248,ED_k1,diamond,1,yes,yes,1,1,153,407,
gpt-4.1-nano,63,1284,ED_k2,diamond,1,no,no,1,1,142,512,
gpt-4.1-nano,64,1248,FE_k1,diamond,1,yes,yes,1,1,161,442,
gpt-4.1-nano,66,22431,DR_k3,diamond,1,yes,yes,1,1,165,288,
gpt-4.1-nano,64,1248,DR_k1,diamond,1,yes,yes,1,1,157,456,
gpt-4.1-nano,65,423,ED_k3,diamond,1,no,no,1,1,156,400,
gpt-4.1-nano,64,1248,ED_k3,diamond,1,yes,yes,1,1,130,464,
gpt-4.1-nano,67,638,PROSE,diamond,1,no,no,1,1,130,382,
gpt-4.1-nano,67,638,RAW,diamond,1,no,no,1,1,102,180,
gpt-4.1-nano,67,638,ORACLE,diamond,1,no,no,1,1,145,399,
gpt-4.1-nano,65,423,DR_k3,diamond,1,no,no,1,1,180,438,
gpt-4.1-nano,66,22431,DR_k1,diamond,1,yes,yes,1,1,167,245,
gpt-4.1-nano,65,423,DR_k2,diamond,1,no,,0,0,180,700,
gpt-4.1-nano,66,22431,ED_k2,diamond,1,yes,yes,1,1,152,239,
gpt-4.1-nano,66,22431,ED_k1,diamond,1,yes,yes,1,1,155,286,
