item,story,mode,gold,n_nodes,has_data,used
1120,"gqkb | rrej | uniw | vxat | zwyp || AB,AC,AD,BC,BD,BE,CD,DE",FAKE,no,5,False,0
1121,"ahpi | imah | lsrx | ojko || AB,AC,BD,CD",FAKE,no,4,True,0
1122,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",REAL,no,4,False,1
1123,"adyg | bqct | kvwx | nbzs || AC,BC,CD",FAKE,no,4,False,0
1124,"bjtk | clwv | dmfl | tvkj || AB,BC,CD",FAKE,no,4,False,0
1125,"cjna | molo | uqxi || AB,AC",FAKE,no,3,True,0
1126,"exxp | hnzi | mlhx | ovlq | wtel || AC,BC,CD,ED",FAKE,yes,5,True,0
1127,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",REAL,no,4,False,1
1128,"etat | gjot | hlky | sslg || AC,AD,BC,BD,CD",FAKE,no,4,False,0
1129,"employee performance | job satisfaction | rainfull | talent | wheather condition || AB,AE,BC,BD,CD,CE,DE",RANDOM,no,5,True,0
1130,"education level | job satisfaction | rainfull | sales performance || AB,AC,AD,BC",RANDOM,no,4,False,0
1131,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",REAL,no,5,True,1
1132,"huit | nlta | nxur | vhuj | xyrs || AB,AD,BC,BE,CD,CE,DE",FAKE,no,5,True,0
1133,"credit score | income level | loan approval status | savings amount || AB,AC,AD,BD,CD",REAL,no,4,True,1
1134,"dtdq | lkll | owxw | wmll || AB,AD,BC,CD",FAKE,yes,4,True,0
1135,"bvzl | novl | pasq || AB,BC",FAKE,no,3,False,0
1136,"education level | mental health | sales performance | talent || AB,AD,BC,CD",RANDOM,no,4,False,0
1137,"exxp | hnzi | mlhx | ovlq | wtel || AC,BC,CD,ED",FAKE,no,5,False,0
1138,"mrdz | mtwz | rewt || AB,AC,BC",FAKE,no,3,True,0
1139,"htwb | jcwu | qguu | resg || AD,BD,CD",FAKE,no,4,False,0
1140,"exam score | grade in the course | number of hours studied || AB,BC",REAL,no,3,False,1
1141,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",REAL,no,4,True,1
1142,"education level | job satisfaction | rainfull | sales performance || AB,AC,AD,BC",RANDOM,yes,4,True,0
1143,"job performance | level of education | salary level | years of work experience || AC,AD,BC,CD",REAL,no,4,False,1
1144,"amount of money saved | financial return on investment | investment in stocks || AB,AC,BC",REAL,no,3,True,1
1145,"avtx | etyb | gmjc | wmpz || AD,BD,CD",FAKE,no,4,False,0
1146,"amount of trash left on the beach | number of people going to the beach | weather conditions || AB,AC,BC",REAL,no,3,True,1
1147,"aemv | qftw | wurj | yglq || AB,AC,AD,BC,CD",FAKE,no,4,False,0
1148,"apearance | blood pressure | employee performance | job satisfaction || AB,AC,AD,BC,BD,CD",RANDOM,no,4,True,0
1149,"amount of exercise | blood pressure | job satisfaction | rainfull || AB,AC,BC,CD",RANDOM,no,4,False,0
1150,"azgg | lscu | zens | zgcj || AB,AC,AD,BD,CD",FAKE,no,4,True,0
1151,"job satisfaction | sales performance | talent | wheather condition | work-life balance || AC,BC,CD,ED",RANDOM,no,5,False,0
1152,"avtx | etyb | gmjc | wmpz || AD,BD,CD",FAKE,no,4,False,0
1153,"aefz | aopv | nuko | uttn | zsuj || AB,AE,BC,BD,CD,CE,DE",FAKE,no,5,False,0
1154,"apearance | blood pressure | employee performance | job satisfaction || AB,AC,AD,BC,BD,CD",RANDOM,yes,4,True,0
1155,"the amount of exercise the person does | the amount of sleep a person gets | the overall health of the person | the productivity level of the person || AB,AD,BD,CD",REAL,yes,4,True,1
1156,"air pressure | apearance | blood pressure | income level | traffic congestion || AB,AC,BC,BD,CD,DE",RANDOM,yes,5,True,0
1157,"amount of exercise | education level | job satisfaction | wheather condition || AB,BC,BD",RANDOM,no,4,False,0
1158,"cbjg | xoge | xvis || AB,AC,BC",FAKE,yes,3,True,0
1159,"eosj | mffx | sozj | taaz || AB,BC,CD",FAKE,no,4,False,0
1160,"bdnv | llwq | ohtx | ybho || AB,AD,BC",FAKE,no,4,False,0
1161,"whether a person is exposed to a contagious disease | whether the person receives appropriate treatment | whether the person recovers from the disease | whether the person seeks medical attention | whether the person shows symptoms of the disease || AB,AE,BC,BD,CD,CE,DE",REAL,no,5,True,1
1162,"the amount of water poured | the growth rate of plants | the weather condition || AC,BC",REAL,no,3,False,1
1163,"education level | mental health | sales performance | talent || AB,AD,BC,CD",RANDOM,no,4,True,0
1164,"aefz | aopv | nuko | uttn | zsuj || AB,AE,BC,BD,CD,CE,DE",FAKE,no,5,False,0
1165,"crop yield | humidity | rainfall | temperature || AB,AC,AD,BC,CD",REAL,yes,4,True,1
1166,"ftog | jazt | kdns || AB,BC",FAKE,yes,3,True,0
1167,"amount of exercise | overall health condition | physical fitness level || AB,AC",REAL,yes,3,True,1
1168,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",REAL,no,5,False,1
1169,"education level | happiness level | income level | job performance || AB,AC,BD,CD",REAL,no,4,True,1
1170,"amount of money saved | financial return on investment | investment in stocks || AB,AC,BC",REAL,no,3,False,1
1171,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",REAL,no,5,False,1
1172,"job satisfaction | rainfull | stress level | traffic congestion || AB,AC,AD",RANDOM,no,4,False,0
1173,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",REAL,no,5,True,1
1174,"mental health | severity of respiratory illnesses | talent | work-life balance || AB,AC,AD,BC,CD",RANDOM,yes,4,True,0
1175,"azip | hfro | smik | zycs || AB,BC,BD,CD",FAKE,no,4,False,0
1176,"fhbj | jlwb | ppvf | vsqg || AB,AC,AD,BC,BD",FAKE,no,4,False,0
1177,"kttf | mnjp | yens || AC,BC",FAKE,no,3,False,0
1178,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",REAL,no,4,True,1
1179,"education level | happiness level | income level | job performance || AB,AC,BD,CD",REAL,no,4,True,1
1180,"air pressure | physical health | sales performance | traffic congestion || AC,AD,BC",RANDOM,no,4,False,0
1181,"child's education level | child's health status | child's social skills | parents' income || AB,AC,AD",REAL,no,4,False,1
1182,"dliz | iipq | kyfi | uoni || AD,BC,CD",FAKE,no,4,False,0
1183,"izlm | qysf | rtfv | zoqj || AB,AC,BC,BD,CD",FAKE,yes,4,True,0
1184,"amount of exercise | humidity level | quality of teaching | temperature || AB,AC,BC,BD",RANDOM,no,4,False,0
1185,"government policies | income level | talent | work-life balance || AB,AC,AD,BC,CD",RANDOM,yes,4,True,0
1186,"mental health | rainfull | severity of respiratory illnesses | stress level || AB,AD,BD,CD",RANDOM,yes,4,True,0
1187,"ahcp | etsq | fqyq | pcit || AB,AD,BD,CD",FAKE,no,4,False,0
1188,"humidity level | probability of flooding | probability of rain | weather conditions || AB,AC,BC,BD",REAL,no,4,False,1
1189,"the availability of public transportation | the cost of fuel | the number of cars on the road || AC,BC",REAL,no,3,False,1
1190,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",REAL,no,5,False,1
1191,"amount of rainfall | growth rate of plants | water level in a nearby river || AB,AC",REAL,no,3,False,1
1192,"apearance | blood pressure | job satisfaction | severity of respiratory illnesses | stress level || AB,AC,AD,BC,BD,BE,CD,DE",RANDOM,yes,5,True,0
1193,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",REAL,no,4,False,1
1194,"a person waking up in the morning | being more productive throughout the day | drinking a cup of coffee | feeling more alert and energized || AB,BC,CD",REAL,no,4,True,0
1195,"cldj | gstf | kcou | pmfi || AB,AC,AD",FAKE,no,4,False,0
1196,"education level | job satisfaction | rainfull | sales performance || AB,AC,AD,BC",RANDOM,yes,4,True,0
1197,"education level | income level | job satisfaction | work-life balance || AC,AD,BC",RANDOM,no,4,False,0
1198,"air pressure | physical health | quality of teaching || AB,AC,BC",RANDOM,no,3,False,0
1199,"ahpi | imah | lsrx | ojko || AB,AC,BD,CD",FAKE,no,4,True,0
1200,"bdnv | llwq | ohtx | ybho || AB,AD,BC",FAKE,no,4,False,0
1201,"eqln | jlbp | mwdq | watl || AB,AC,AD,BC,BD,CD",FAKE,no,4,False,0
1202,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",REAL,no,4,False,1
1203,"cldj | gstf | kcou | pmfi || AB,AC,AD",FAKE,no,4,False,0
1204,"first-born child | parent | second-born child | third-born child || AB,AC,AD,BC,BD",REAL,no,4,True,1
1205,"amount of exercise | blood pressure | job satisfaction | rainfull || AB,AC,BC,CD",RANDOM,no,4,False,0
1206,"education level | income level | job satisfaction | quality of life || AC,AD,BC,BD,CD",REAL,no,4,False,1
1207,"sund | tavp | ujtl | wkhi || AB,AC,AD,BD,CD",FAKE,no,4,False,0
1208,"gunr | lnco | pugj || AB,BC",FAKE,no,3,False,0
1209,"the amount of time spent studying | the final grade in the course | the level of understanding of the subject | the test score obtained || AB,AC,BC,BD,CD",REAL,no,4,False,1
1210,"hdqy | ivje | qmiv | uoeb || AB,AD,BD,CD",FAKE,no,4,True,0
1211,"eosj | mffx | sozj | taaz || AB,BC,CD",FAKE,no,4,True,0
1212,"aemv | qftw | wurj | yglq || AB,AC,AD,BC,CD",FAKE,no,4,False,0
1213,"abcp | bdan | xuoo || AB,BC",FAKE,no,3,False,0
1214,"clwa | hvxd | szak || AB,AC",FAKE,yes,3,True,0
1215,"cldj | gstf | kcou | pmfi || AB,AC,AD",FAKE,no,4,False,0
1216,"a person waking up in the morning | being more productive throughout the day | drinking a cup of coffee | feeling more alert and energized || AB,BC,CD",REAL,no,4,True,0
1217,"azgg | lscu | zens | zgcj || AB,AC,AD,BD,CD",FAKE,no,4,False,0
1218,"air pressure | apearance | blood pressure | income level | traffic congestion || AB,AC,BC,BD,CD,DE",RANDOM,yes,5,True,0
1219,"amount of rainfall | humidity | temperature | weather conditions || AB,AC,AD,BC,CD",REAL,yes,4,True,1
1220,"apearance | rainfull | temperature | traffic congestion || AB,AD,BC",RANDOM,no,4,False,0
1221,"apearance | rainfull | temperature | traffic congestion || AB,AD,BC",RANDOM,no,4,False,0
1222,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",REAL,yes,5,True,1
1223,"apearance | blood pressure | employee performance | job satisfaction || AB,AC,AD,BC,BD,CD",RANDOM,no,4,False,0
1224,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",REAL,no,4,False,1
1225,"bsaz | czvl | tava | vimz || AC,BC,CD",FAKE,no,4,True,0
1226,"patient's diet | patient's exercise habits | patient's life expectancy | patient's overall health | patient's stress levels || AD,BD,CD,DE",REAL,no,5,False,1
1227,"bjtk | clwv | dmfl | tvkj || AB,BC,CD",FAKE,no,4,False,0
1228,"apearance | blood pressure | employee performance | job satisfaction || AB,AC,AD,BC,BD,CD",RANDOM,yes,4,True,0
1229,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",REAL,no,4,True,1
1230,"income level | stress level | talent || AB,AC",RANDOM,yes,3,True,0
1231,"whether a person is exposed to a contagious disease | whether the person receives appropriate treatment | whether the person recovers from the disease | whether the person seeks medical attention | whether the person shows symptoms of the disease || AB,AE,BC,BD,CD,CE,DE",REAL,no,5,False,1
1232,"student's attendance in class | student's final grade in the course | student's performance on exams || AB,BC",REAL,yes,3,True,1
1233,"aefz | aopv | nuko | uttn | zsuj || AB,AE,BC,BD,CD,CE,DE",FAKE,no,5,False,0
1234,"the amount of exercise the person does | the amount of sleep a person gets | the overall health of the person | the productivity level of the person || AB,AD,BD,CD",REAL,no,4,False,1
1235,"apearance | blood pressure | employee performance | job satisfaction || AB,AC,AD,BC,BD,CD",RANDOM,yes,4,True,0
1236,"crop growth | harvest yield | temperature || AB,BC",REAL,no,3,False,1
1237,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",REAL,no,4,False,1
1238,"fbge | twac | vdla | vijq || AB,AC,AD",FAKE,no,4,False,0
1239,"market demand | physical health | severity of respiratory illnesses || AB,AC",RANDOM,no,3,False,0
1240,"humidity | temperature | weather conditions || AB,AC",REAL,no,3,False,1
1241,"apearance | education level | government policies | traffic congestion | wheather condition || AD,BD,CD,DE",RANDOM,no,5,True,0
1242,"access to educational resources | career success | child's education level | parent's income || AB,AD,BC",REAL,no,4,False,1
1243,"crop growth | harvest yield | temperature || AB,BC",REAL,no,3,False,1
1244,"axai | ldok | mjlh | pntb || AC,AD,BC,BD",FAKE,no,4,False,0
1245,"air pressure | physical health | sales performance | traffic congestion || AC,AD,BC",RANDOM,yes,4,True,0
1246,"hwqi | kxee | vjtq || AB,AC",FAKE,no,3,False,0
1247,"academic performance | amount of sleep obtained | number of hours spent studying || AC,BC",REAL,no,3,False,1
1248,"gunr | lnco | pugj || AB,BC",FAKE,no,3,False,0
1249,"blood pressure | stress level | temperature | work-life balance || AB,AC,BC,BD,CD",RANDOM,no,4,True,0
1250,"aghu | izlq | jvyl | xewl | ydlu || AB,AD,AE,BC,BD,CD,CE",FAKE,no,5,False,0
1251,"dupa | fbzr | vfvq | xizv || AC,AD,BC",FAKE,no,4,True,0
1252,"ncyl | uooz | vxek | xprn || AB,AC,BC,BD",FAKE,yes,4,True,0
1253,"apearance | quality of teaching | work-life balance || AB,AC",RANDOM,yes,3,True,0
1254,"ceho | jvqa | lgwu || AB,AC,BC",FAKE,no,3,False,0
1255,"crop yield | the amount of rainfall | the soil moisture level || AB,AC,BC",REAL,no,3,False,1
1256,"aghu | izlq | jvyl | xewl | ydlu || AB,AD,AE,BC,BD,CD,CE",FAKE,no,5,False,0
1257,"employee performance | income level | market demand || AB,BC",RANDOM,no,3,False,0
1258,"business owner | number of employees | profit | revenue || AB,AC,AD,BC,BD,CD",REAL,no,4,False,1
1259,"access to educational resources | career success | child's education level | parent's income || AB,AD,BC",REAL,no,4,False,1
1260,"fhbj | jlwb | ppvf | vsqg || AB,AC,AD,BC,BD",FAKE,no,4,True,0
1261,"amount of exercise | education level | job satisfaction | wheather condition || AB,BC,BD",RANDOM,yes,4,True,0
1262,"ahpi | imah | lsrx | ojko || AB,AC,BD,CD",FAKE,no,4,False,0
1263,"gqkb | rrej | uniw | vxat | zwyp || AB,AC,AD,BC,BD,BE,CD,DE",FAKE,yes,5,True,0
1264,"job satisfaction | severity of respiratory illnesses | temperature || AB,AC,BC",RANDOM,no,3,True,0
1265,"air pressure | quality of teaching | sales performance | work-life balance || AB,AC,BD,CD",RANDOM,no,4,True,0
1266,"job satisfaction | mental health | quality of teaching | sales performance || AC,BC,CD",RANDOM,no,4,False,0
1267,"apearance | market demand | talent || AB,AC,BC",RANDOM,no,3,False,0
1268,"education level | happiness level | income level | job performance || AB,AC,BD,CD",REAL,yes,4,True,1
1269,"ezwx | uhxm | vqpf || AB,AC",FAKE,yes,3,True,0
1270,"amkb | gpou | qhib || AC,BC",FAKE,no,3,False,0
1271,"amount of money saved | financial return on investment | investment in stocks || AB,AC,BC",REAL,no,3,False,1
1272,"patient's diet | patient's exercise habits | patient's life expectancy | patient's overall health | patient's stress levels || AD,BD,CD,DE",REAL,no,5,False,1
1273,"afgs | bobg | viah || AB,AC,BC",FAKE,yes,3,True,0
1274,"dliz | iipq | kyfi | uoni || AD,BC,CD",FAKE,no,4,False,0
1275,"nivi | ofmf | yeuc | yopl || AB,AD,BC,BD,CD",FAKE,no,4,False,0
1276,"huit | nlta | nxur | vhuj | xyrs || AB,AD,BC,BE,CD,CE,DE",FAKE,no,5,True,0
1277,"the amount of exercise a person does per week | the person's physical fitness level | the person's risk of developing chronic diseases || AB,AC",REAL,no,3,False,1
1278,"a person waking up in the morning | being more productive throughout the day | drinking a cup of coffee | feeling more alert and energized || AB,BC,CD",REAL,yes,4,True,0
1279,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",REAL,no,5,False,1
1280,"air pressure | physical health | temperature | wheather condition || AB,AC,AD,BD,CD",RANDOM,yes,4,True,0
1281,"whether a person is exposed to a contagious disease | whether the person receives appropriate treatment | whether the person recovers from the disease | whether the person seeks medical attention | whether the person shows symptoms of the disease || AB,AE,BC,BD,CD,CE,DE",REAL,yes,5,True,1
1282,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",REAL,no,4,False,1
1283,"gunr | lnco | pugj || AB,BC",FAKE,yes,3,True,0
1284,"a person waking up in the morning | being more productive throughout the day | drinking a cup of coffee | feeling more alert and energized || AB,BC,CD",REAL,no,4,False,0
1285,"frgy | qwss | tcfq || AB,AC,BC",FAKE,no,3,True,0
1286,"gunr | lnco | pugj || AB,BC",FAKE,no,3,False,0
1287,"iykj | nptw | sgnl | tmex || AB,AD,BC,CD",FAKE,no,4,False,0
1288,"air pressure | education level | mental health | work-life balance || AB,AD,BD,CD",RANDOM,no,4,False,0
1289,"apearance | employee performance | stress level | work-life balance || AB,AC,AD,BC,BD",RANDOM,no,4,False,0
1290,"amount of exercise | job satisfaction | quality of teaching | stress level | wheather condition || AB,AD,BC,BE,CD,CE,DE",RANDOM,yes,5,True,0
1291,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",REAL,no,4,False,1
1292,"a person's education level | a person's income | a person's job title | a person's social status || AB,AC,AD,BC,BD,CD",REAL,no,4,False,1
1293,"mental health | rainfull | severity of respiratory illnesses | stress level || AB,AD,BD,CD",RANDOM,no,4,True,0
1294,"elmy | tnsn | xlbg || AC,BC",FAKE,no,3,False,0
1295,"patient's diet | patient's exercise habits | patient's life expectancy | patient's overall health | patient's stress levels || AD,BD,CD,DE",REAL,yes,5,True,1
1296,"air pressure | humidity level | sales performance | work-life balance || AC,AD,BC,CD",RANDOM,no,4,True,0
1297,"the amount of exercise a person gets | the amount of sleep a person gets | the person's energy level | the person's overall health || AD,BC,CD",REAL,no,4,False,1
1298,"employee performance | mental health | stress level || AC,BC",RANDOM,no,3,False,0
1299,"availability of alternative routes | road construction | traffic congestion | travel time to destination || AB,AC,AD,BD,CD",REAL,no,4,True,1
1300,"amount of sleep | exam score | number of hours studied || AC,BC",REAL,no,3,False,1
1301,"ahpi | imah | lsrx | ojko || AB,AC,BD,CD",FAKE,yes,4,True,0
1302,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",REAL,no,4,True,1
1303,"bfgu | fskd | nbzx || AB,AC",FAKE,no,3,False,0
1304,"government policies | mental health | temperature || AB,BC",RANDOM,no,3,False,0
1305,"ezwx | uhxm | vqpf || AB,AC",FAKE,no,3,True,0
1306,"dliz | iipq | kyfi | uoni || AD,BC,CD",FAKE,yes,4,True,0
1307,"bdnv | llwq | ohtx | ybho || AB,AD,BC",FAKE,no,4,False,0
1308,"job satisfaction | sales performance | talent | traffic congestion || AB,BC,BD",RANDOM,no,4,False,0
1309,"eosj | mffx | sozj | taaz || AB,BC,CD",FAKE,no,4,False,0
1310,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",REAL,no,4,False,1
1311,"amount of exercise | apearance | employee performance | market demand || AB,AD,BC,CD",RANDOM,no,4,True,0
1312,"government policies | physical health | rainfull | severity of respiratory illnesses || AC,AD,BC,BD",RANDOM,yes,4,True,0
1313,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",REAL,yes,5,True,1
1314,"market demand | severity of respiratory illnesses | talent | temperature || AB,AD,BC,BD,CD",RANDOM,no,4,True,0
1315,"education level | mental health | rainfull || AB,BC",RANDOM,no,3,True,0
1316,"patient's diet | patient's exercise habits | patient's life expectancy | patient's overall health | patient's stress levels || AD,BD,CD,DE",REAL,no,5,False,1
1317,"ncyl | uooz | vxek | xprn || AB,AC,BC,BD",FAKE,no,4,True,0
1318,"dupa | fbzr | vfvq | xizv || AC,AD,BC",FAKE,no,4,False,0
1319,"bkzf | fcun | mwcs | xmtp || AB,BC,BD",FAKE,no,4,True,0
1320,"bftz | iemr | mcjs | ppux || AC,AD,BC,CD",FAKE,no,4,True,0
1321,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",REAL,no,4,False,1
1322,"htwb | jcwu | qguu | resg || AD,BD,CD",FAKE,no,4,False,0
1323,"amount of exercise | overall health status | physical fitness level || AB,BC",REAL,no,3,True,1
1324,"gibg | gqle | vwlo || AC,BC",FAKE,no,3,False,0
1325,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",REAL,no,5,False,1
1326,"job satisfaction | mental health | quality of teaching | sales performance || AC,BC,CD",RANDOM,no,4,True,0
1327,"kbta | rebc | vtrq | ylaa || AB,AD,BC,BD,CD",FAKE,yes,4,True,0
1328,"a person's education level | a person's financial stability | a person's income | a person's job status || AB,AC,AD,BC",REAL,no,4,False,1
1329,"job satisfaction | sales performance | talent | traffic congestion || AB,BC,BD",RANDOM,yes,4,True,0
1330,"apearance | humidity level | mental health || AB,AC",RANDOM,yes,3,True,0
1331,"eosj | mffx | sozj | taaz || AB,BC,CD",FAKE,no,4,False,0
1332,"eano | eomp | vwkf || AB,AC",FAKE,no,3,False,0
1333,"air pressure | education level | mental health | work-life balance || AB,AD,BD,CD",RANDOM,no,4,True,0
1334,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",REAL,no,5,False,1
1335,"diih | dyam | ouqo | vepk || AB,AC,AD,BC",FAKE,yes,4,True,0
1336,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",REAL,no,5,False,1
1337,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",REAL,yes,4,True,1
1338,"humidity level | stress level | talent || AC,BC",RANDOM,no,3,True,0
1339,"gikh | ijuv | iqkm | tfoh | tixo || AC,AE,BC,BD,CD,CE,DE",FAKE,no,5,False,0
1340,"job satisfaction | sales performance | talent | wheather condition | work-life balance || AC,BC,CD,ED",RANDOM,no,5,False,0
1341,"amount of rainfall | likelihood of flooding | water level in a river || AB,BC",REAL,no,3,False,1
1342,"izlm | qysf | rtfv | zoqj || AB,AC,BC,BD,CD",FAKE,no,4,False,0
1343,"ahlq | fekt | jzav | zpil || AB,AC,AD,BC,BD,CD",FAKE,no,4,True,0
1344,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",REAL,no,5,True,1
1345,"etat | gjot | hlky | sslg || AC,AD,BC,BD,CD",FAKE,no,4,True,0
1346,"the amount of exercise a person gets | the amount of sleep a person gets | the person's energy level | the person's overall health || AD,BC,CD",REAL,no,4,False,1
1347,"mental health | severity of respiratory illnesses | talent | work-life balance || AB,AC,AD,BC,CD",RANDOM,no,4,True,0
1348,"whether a person eats a healthy diet | whether a person exercises regularly | whether a person has good cardiovascular health | whether a person maintains a healthy weight || AB,AD,BC,CD",REAL,yes,4,True,1
1349,"amount of exercise | employee performance | government policies | physical health || AB,AC,BD,CD",RANDOM,yes,4,True,0
1350,"education level | government policies | rainfull || AC,BC",RANDOM,no,3,True,0
1351,"business owner | number of employees | profit | revenue || AB,AC,AD,BC,BD,CD",REAL,no,4,True,1
1352,"employee performance | income level | market demand || AB,BC",RANDOM,yes,3,True,0
1353,"aefz | aopv | nuko | uttn | zsuj || AB,AE,BC,BD,CD,CE,DE",FAKE,yes,5,True,0
1354,"etat | gjot | hlky | sslg || AC,AD,BC,BD,CD",FAKE,no,4,False,0
1355,"aefz | aopv | nuko | uttn | zsuj || AB,AE,BC,BD,CD,CE,DE",FAKE,no,5,False,0
1356,"whether a person eats a healthy diet | whether a person exercises regularly | whether a person has good cardiovascular health | whether a person maintains a healthy weight || AB,AD,BC,CD",REAL,no,4,True,1
1357,"amount of rainfall | crop yield | humidity | temperature || AD,BD,CD",REAL,no,4,True,1
1358,"aplp | fsar | jmxb | ysko || AB,AC,AD,BC,CD",FAKE,no,4,False,0
1359,"mrwi | qyhw | zthn || AB,AC,BC",FAKE,no,3,False,0
1360,"grade in the class | number of hours spent studying | test score || AB,AC,BC",REAL,yes,3,True,1
1361,"huit | nlta | nxur | vhuj | xyrs || AB,AD,BC,BE,CD,CE,DE",FAKE,no,5,True,0
1362,"cobw | dvqk | jqrn || AC,BC",FAKE,no,3,True,0
1363,"arbu | eons | pgqh | smku || AC,AD,BC,CD",FAKE,no,4,True,0
1364,"air pressure | apearance | blood pressure | income level | traffic congestion || AB,AC,BC,BD,CD,DE",RANDOM,no,5,False,0
1365,"ahpi | imah | lsrx | ojko || AB,AC,BD,CD",FAKE,no,4,True,0
1366,"a person's education level | the person's income | the person's job title | the person's salary || AC,AD,BC",REAL,no,4,False,1
1367,"the amount of sleep the night before the exam | the exam score | the number of hours studied for an exam || AC,BC",REAL,yes,3,True,1
1368,"the grade obtained on the exam | whether a student studies for an exam or not | whether the student passes the course or not || AB,BC",REAL,no,3,True,1
1369,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",REAL,yes,5,True,1
1370,"availability of public transportation | traffic congestion | travel time to work || AB,AC,BC",REAL,no,3,True,1
1371,"apearance | employee performance | stress level | work-life balance || AB,AC,AD,BC,BD",RANDOM,no,4,True,0
1372,"air pressure | amount of exercise | education level | income level || AC,AD,BC,CD",RANDOM,no,4,False,0
1373,"clwa | hvxd | szak || AB,AC",FAKE,no,3,False,0
1374,"a manufacturing plant | the efficiency of the plant's machinery | the overall profitability of the plant | the production output of the plant || AB,AC,AD,BC,BD",REAL,no,4,True,1
1375,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",REAL,yes,5,True,1
1376,"afgs | bobg | viah || AB,AC,BC",FAKE,no,3,False,0
1377,"apearance | education level | humidity level | temperature || AB,BC,CD",RANDOM,no,4,False,0
1378,"azgg | lscu | zens | zgcj || AB,AC,AD,BD,CD",FAKE,yes,4,True,0
1379,"air pressure | physical health | sales performance | traffic congestion || AC,AD,BC",RANDOM,no,4,False,0
1380,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",REAL,no,4,False,1
1381,"mrdz | mtwz | rewt || AB,AC,BC",FAKE,no,3,True,0
1382,"fbge | twac | vdla | vijq || AB,AC,AD",FAKE,no,4,False,0
1383,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",REAL,no,4,True,1
1384,"bcij | musg | qbfp | qmsx | xrdt || AB,AC,BC,BD,CD,DE",FAKE,no,5,False,0
1385,"government policies | market demand | quality of teaching || AB,AC",RANDOM,yes,3,True,0
1386,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",REAL,no,4,True,1
1387,"mrwi | qyhw | zthn || AB,AC,BC",FAKE,no,3,False,0
1388,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",REAL,no,4,False,1
1389,"employment status | happiness level | income | level of education || AB,AC,AD",REAL,no,4,False,1
1390,"ahlq | fekt | jzav | zpil || AB,AC,AD,BC,BD,CD",FAKE,no,4,False,0
